index_hex,bank,snes_addr,source_line,label,category,max_words,max_bytes,current_words,free_words,markup_text,edited_text,notes
114,B7,B7B016,871,Text_114_Romance_EllenNiceMeeting,Romance,41,82,41,0,Oh:hi:I'm Ellen. Nice       meeting you.,,
115,B7,B7B068,878,Text_115_Dialog_HeirRanchWonderIfManage,Dialog,112,224,112,0,What? Are you the heir of   the ranch? I wonder if you  can manage it.<LINE>Young men these days have   little guts.,,
116,B7,B7B148,893,Text_116_Sign_BarClosedTodayUsuallyOpen,Sign,78,156,78,0,Hello. The bar is closed    today. It's usually open    except Sunday though.,,
117,B7,B7B1E4,904,Text_117_Dialog_GoingBackRanchYetC,Dialog,73,146,73,0,Are you going back to the   ranch?<LINE> Yes                         Not yet<CHOICE_OR_WAIT>c,,
118,B7,B7B276,915,Text_118_Weather_ThenGiveLiftTraineeShipping,Weather,128,256,128,0,"Then:I'll give you a lift.  I'm a trainee of shipping   too.<LINE>Let's do our best to achieveeach other's goal.          With grit,",,
119,B7,B7B376,932,Text_119_Animal_LetMeKnowGoHome,Animal,34,68,34,0,OK.Let me know when you go  home.,,
11A,B7,B7B3BA,938,Text_11A_Dialog_SuggestListenVillagersLittleMore,Dialog,57,114,57,0,I suggest you listen to     the villagers a little more.,,
11B,B7,B7B42C,947,Text_11B_Romance_YouveComeHauntedRanchTee,Romance,110,220,110,0,You've come to that haunted ranch? Tee:hee...good luck. I'm Eve:nice to meet you.<LINE>Here you are: it's from me.,,
11C,B7,B7B508,962,Text_11C_Dialog_BestThingRecoverFatigueRelax,Dialog,54,108,54,0,The best thing to recover   from fatigue is to relax.,,
11D,B7,B7B574,970,Text_11D_Dialog_WelcomeMakeYourselfHome,Dialog,34,68,34,0,Welcome.Make yourself at    home.,,
11E,B7,B7B5B8,976,Text_11E_Shop_EveDrawingCardBarPretty,Shop,99,198,99,0,That's Eve:the drawing card of this bar. Isn't she      pretty?<LINE>That's because she is my    niece.,,
11F,B7,B7B67E,990,Text_11F_Dialog_StillFine,Dialog,21,42,21,0,No...I'm still fine.,,
120,B7,B7B6A8,994,Text_120_Romance_GoodEveningFanEvesKnow,Romance,44,88,44,0,Good evening. I'm a fan of  Eve's:you know.,,
121,B7,B7B700,1001,Text_121_Romance_EveWorksNightSupposeKinda,Romance,124,248,124,0,Eve works at night so I     suppose she kinda misses    people her age.<LINE>Mr.<CTRL_FFFD>ek:right? Will you comehere as much as you can?,,
122,B7,B7B7F8,1018,Text_122_Sign_EveLostParentsHergrandfatherWho,Sign,159,318,159,0,Eve lost her parents and hergrandfather who is a hunter brought her up.<LINE>Her grandfather locks       himself in the mountain and hardly comes down to the<LINE>town.,,
123,B7,B7B936,1039,Text_123_Romance_MayMissHimTooBut,Romance,74,148,74,0,She may miss him too...but  she's always cheerful.      Such a nice girl.,,
124,B7,B7B9CA,1050,Text_124_Dialog_KoroWait,Dialog,12,24,12,0,"Koro, Wait,",,
125,B7,B7B9E2,1053,Text_125_Animal_PuffPuffRunSuddenlyMr,Animal,248,496,248,0,"Puff-puff...Don't run       suddenly.Oh:you.You are the Mr. Rancher<LINE>everybody's talking about.  Well:excuse me:..will you   please keep this dog<LINE>for me? My house is a       grocery store so my mom     doesn't allow me to keep<LINE>this dog...so:please,",,
126,B7,B7BBD2,1085,Text_126_Dialog_ThankVeryMuchHaveNew,Dialog,95,190,95,0,"Thank you very much, You    have a new house:<CTRL_FFFD>el       You've got to be a<LINE>good boy. Take care.",,
127,B7,B7BC90,1098,Text_127_Dialog_NewcomerRancherSomethingYoungBoy,Dialog,100,200,100,0,Hey:you are a newcomer      here. Really:a rancher?     That's something.<LINE>For a young boy like you.,,
128,B7,B7BD58,1112,Text_128_Animal_CarpentersComeUsWantEnlarge,Animal,76,152,76,0,We are carpenters. Please   come to us when you want to enlarge your house.,,
129,B7,B7BDF0,1123,Text_129_Sign_ExtensionHouseCallUsHave,Sign,132,264,132,0,For the extension of your   house:please call us when   you have enough wood<LINE>for it. See: there's a sign by the house.Check it out.,,
12A,B7,B7BEF8,1141,Text_12A_Dialog_NowExtensionCampaignIfEnlargeyour,Dialog,132,264,132,0,Now it's an extension       campaign. If you can enlargeyour house by the end of<LINE>summer: you will get a      special gift for free.,,
12B,B7,B7C000,1159,Text_12B_Mountain_AnglerLivePerfectFreedomBetter,Mountain,166,332,166,0,I'm an angler. I live in    perfect freedom.            You' better forget your<LINE>work and spend some quiet   time: once in a while:      enjoying things like<LINE>fishing.,,
12C,B7,B7C14C,1181,Text_12C_Mountain_PrepareFishingRodNextTime,Mountain,47,94,47,0,I'll prepare a fishing rod  for you next time.,,
12D,B7,B7C1AA,1188,Text_12D_Dialog_WhatsUpHowsWorkGoing,Dialog,40,80,40,0,Hi:what's up?. How's your   work going?,,
12E,B7,B7C1FA,1194,Text_12E_Sign_GatherMaterialsChoppingLogsMountain,Sign,66,132,66,0,You can gather materials by chopping logs in the        mountain.,,
12F,B7,B7C27E,1204,Text_12F_Dialog_AlsoUseMaterialsFenceAlways,Dialog,76,152,76,0,You can also use materials  for the fence so you should always gather them.,,
130,B7,B7C316,1215,Text_130_Dialog_WantEnlargeHouseC,Dialog,68,136,68,0,Do you want to enlarge your house?<LINE> Yes                         No<CHOICE_OR_WAIT>c,,
131,B7,B7C39E,1225,Text_131_Dialog_RanchTomorrow,Dialog,38,76,38,0,OK.I'll be at the ranch     tomorrow.,,
132,B7,B7C3EA,1231,Text_132_Animal_LetMeKnowWheneverWant,Animal,43,86,43,0,Let me know whenever you    want to do it.,,
133,B7,B7C440,1238,Text_133_Dialog_LikeLivingSuperDeluxeGreat,Dialog,80,160,80,0,"How do you like living in   the ""Super Deluxe Great Log House""? Isn't it great?",,
134,B7,B7C4E0,1249,Text_134_Dialog_CostsGEnlargeHouseTake,Dialog,120,240,120,0,It costs <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge   your house. Take it?<LINE> Yes                         No                           Money <CTRL_FFFC>hi<CTRL_B2>G<CHOICE_OR_WAIT>c,,
135,B7,B7C5D0,1265,Text_135_Dialog_AlrightStartOffTomorrow,Dialog,38,76,38,0,Alright.We'll start off     tomorrow.,,
136,B7,B7C61C,1271,Text_136_Dialog_CallMeAgainAnyTime,Dialog,34,68,34,0,Oh...OK.Call me again any   time.,,
137,B7,B7C660,1277,Text_137_Sign_MyGodTheresEnoughMaterials,Sign,279,558,279,0,"Oh my God, There's not      enough materials. Hey:listento me very carefully,<LINE>We don't want to do         half-finished work,         We can't start without<LINE>enough materials.           You'll see what you need on that sign there so getting<LINE>them is the first thing     to do.Bye.",,
138,B7,B7C88E,1313,Text_138_Manual_ChopStumpsAxeMakeMaterials,Manual,98,196,98,0,Chop stumps with an axe to  make them materials.It      takes you about <$00B8> hits<LINE>to chop them down.,,
139,B7,B7C952,1327,Text_139_Dialog_HeeHeeLookForward,Dialog,29,58,29,0,Hee-hee:look forward to it. ,,
13A,B7,B7C98C,1332,Text_13A_Dialog_BuildTerrificOneLookForward,Dialog,48,96,48,0,"I'll build a terrific one,  Look forward to it.",,
13B,B7,B7C9EC,1339,Text_13B_Dialog_CostsGEnlargeHouseTake,Dialog,120,240,120,0,It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge  your house. Take it?<LINE> Yes                         No                           Money <CTRL_FFFC>hj<CTRL_B2>G<CHOICE_OR_WAIT>c,,
13C,B7,B7CADC,1355,Text_13C_Dialog_Have,Dialog,38,76,38,0,Oh no:just do what you have to do.OK?,,
13D,B7,B7CB28,1361,Text_13D_Romance_LookExcellentHouseCalledSuper,Romance,68,136,68,0,"Look:isn't it an excellent  house? It's called ""Super   Log House.""",,
13E,B7,B7CBB0,1371,Text_13E_Romance_WhatsHappenedEveTonight,Romance,37,74,37,0,What's happened to Eve      tonight?,,
13F,B7,B7CBFA,1377,Text_13F_Shipping_NinasMotherCollapsedFromfeverSell,Shipping,86,172,86,0,Nina's mother collapsed fromfever. I can't sell tools   while Dad is out<LINE>nursing her.,,
140,B7,B7CCA6,1389,Text_140_Romance_FinishedLookSuperDeluxeGreat,Romance,110,220,110,0,"It's finished, Look at this the ""Super Deluxe Great Log House"",,<LINE>Even if I do fall in love   with it.See you.",,
141,B7,B7CD82,1404,Text_141_Dialog_SayHeardRareSeedGrows,Dialog,125,250,125,0,Say:I've heard of a rare    seed.It grows to be a tall  bean tree that reaches<LINE>all the way to the sky.     I want to see it.,,
142,B7,B7CE7C,1421,Text_142_Sign_WasScaredEarthquakeMorningCome,Sign,115,230,115,0,"Hi,I was scared by the      earthquake  this morning.   Come up to the mountain<LINE>after checking out the      ranch.",,
143,B7,B7CF62,1437,Text_143_Romance_LikeNina,Romance,25,50,25,0,.....Do you like...Nina?,,
144,B7,B7CF94,1442,Text_144_Dialog_TodayLastDayYearSeems,Dialog,112,224,112,0,Today is the last day of    this year. It seems long    enough but at the same<LINE>time:it flies by quickly    too.,,
145,B7,B7D074,1457,Text_145_Dialog_ScheduledDateHasAlreadyPassed,Dialog,85,170,85,0,Scheduled date has already  passed now.  I have to let  them in the shed right away.,,
146,B7,B7D11E,1469,Text_146_Animal_LongWinterFinallyOverAnimals,Animal,89,178,89,0,Hey:the long winter is      finally over. Animals looks so happy when springs<LINE>comes too.,,
147,B7,B7D1D0,1482,Text_147_Dialog_YeahFeltDizzy,Dialog,37,74,37,0,...yeah:I'm OK.I just felt  dizzy...,,
148,B7,B7D21A,1488,Text_148_Animal_WanderingHawkerTodayHaveVery,Animal,227,454,227,0,I'm a wandering hawker.     Today:I have very rare      berries.<LINE>Take one bite:and you'll be full of vitality.This is a  special offer:<LINE>I can exchange some for a   chicken over there.<LINE> Exchange                    Not exchange<CHOICE_OR_WAIT>c,,
149,B7,B7D3E0,1518,Text_149_Animal_WanderingHawkerTodayHaveVery,Animal,237,474,237,0,I'm a wandering hawker.     Today:I have a very rare    bean seed.<LINE>You'll see the wonder when  you plant it in the soil.   I can exchange it with one<LINE>of your cows.               It's a bargain.<LINE> Exchange                    Not exchange<CHOICE_OR_WAIT>c,,
14A,B7,B7D5BA,1549,Text_14A_Animal_ThenCowNowMineHawker,Animal,65,130,65,0,Well then:this cow is now   mine. The hawker is glad.   See you.,,
14B,B7,B7D63C,1559,Text_14B_Sign_CowMineNowPutSeed,Sign,151,302,151,0,OK:this cow is mine now.    I've put the seed in you    shed.<LINE>Plant it on the top of the  mountain. Something good    will definitely happen.<LINE>See you.,,
14C,B7,B7D76A,1579,Text_14C_Dialog_HardheartedCustomerWanderingHawkerHawker,Dialog,102,204,102,0,You are a hardhearted       customer.I'm a wandering    hawker.<LINE>This hawker is very sad.    Good-bye.,,
14D,B7,B7D836,1593,Text_14D_Shop_PeddlerWindSeedTreeGrows,Shop,249,498,249,0,I'm a peddler of the wind.  This is the seed of a tree  that grows money.<LINE>Plant it in the ground:     you'll be surprised.Mister: you're buying something<LINE>good. It's only <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G.<LINE> Buy it                      Not buy it                   Money <CTRL_FFFC>hk<CTRL_B2>G<CHOICE_OR_WAIT>c,,
14E,B7,B7DA28,1626,Text_14E_Dialog_NowPlantedMisterLookForward,Dialog,63,126,63,0,Now:I've planted it.        Mister:look forward to      today.,,
14F,B7,B7DAA6,1635,Text_14F_Dialog_SureGuaranteeRegretRestLife,Dialog,83,166,83,0,Are you sure? I guarantee   that you will regret this   for the rest of your life.,,
150,B7,B7DB4C,1647,Text_150_Weather_ToughWeatherGloomy,Weather,47,94,47,0,Hey: it's tough when the    weather is gloomy.,,
151,B7,B7DBAA,1654,Text_151_Dialog_BusyBusy,Dialog,16,32,16,0,I'm busy: busy.,,
152,B7,B7DBCA,1657,Text_152_Dialog_WayBackConnectedWorldBelow,Dialog,63,126,63,0,It's the way back. It's     connected to the world here below.,,
153,B7,B7DC48,1666,Text_153_Dialog_GoodLordWhatsHappeningPlace,Dialog,65,130,65,0,Good Lord: what's happening here? Hey: Is your place    alright?,,
154,B7,B7DCCA,1676,Text_154_Weather_SayHurricaneComingTomorrow,Weather,50,100,50,0,They say a hurricane is     coming here tomorrow.,,
155,B7,B7DD2E,1684,Text_155_Dialog_WindBlowingHarderMakesMe,Dialog,54,108,54,0,The wind is blowing harder  and that makes me scared.,,
156,B7,B7DD9A,1692,Text_156_Weather_SkyLooksThreateningProbablyHave,Weather,83,166,83,0,Oh well: the sky looks      threatening. We'll probably have a hurricane tomorrow.,,
157,B7,B7DE40,1704,Text_157_Weather_KnowButGetExcitedSomething,Weather,85,170,85,0,I don't know why but I get  excited when something like a hurricane comes.Don't you?,,
158,B7,B7DEEA,1716,Text_158_Weather_WindBlowingHarderNowLike,Weather,68,136,68,0,The wind is blowing harder  now. I don't like           hurricanes.,,
159,B7,B7DF72,1726,Text_159_Weather_RainButHurricaneBecauseBlows,Weather,70,140,70,0,Rain is OK but not          hurricane. Because it blows flowers away.,,
15A,B7,B7DFFE,1736,Text_15A_Weather_YoudBetterPrayGodDamage,Weather,81,162,81,0,You'd better pray to God    that there is no damage fromthe hurricane. Trust me.,,
15B,B7,B7E0A0,1748,Text_15B_Weather_SonHurricaneGettingNearHave,Weather,122,244,122,0,Hey:son:the hurricane is    getting near. Have you put  your livestock in the pen?<LINE> Sure                        I Forgot<CHOICE_OR_WAIT>c,,
15C,B7,B7E194,1765,Text_15C_Romance_KnowEvenIfYoung,Romance,43,86,43,0,You know what to do even if you are young.,,
15D,B7,B7E1EA,1772,Text_15D_Dialog_IdiotDoingGoHomePut,Dialog,86,172,86,0,Are you an idiot? What are  you doing here? Go home and put them in the<LINE>penright now.,,
15E,B7,B7E296,1784,Text_15E_Weather_HangingAroundKnowHurricaneComing,Weather,77,154,77,0,What are you hanging around here for? Don't you know a  hurricane is coming?,,
15F,B7,B7E330,1795,Text_15F_Animal_HavePutLivestockPenLets,Animal,83,166,83,0,Have you put the livestock  in the pen? Let's lock the  doors later and go to bed.,,
160,B7,B7E3D6,1807,Text_160_Dialog_ImpossibleGoOutToday,Dialog,35,70,35,0,It's impossible to go out   today.,,
161,B7,B7E41C,1813,Text_161_Weather_ThankGodWasOnlySlight,Weather,67,134,67,0,Thank God that there was    only slight damage from the hurricane.,,
162,B7,B7E4A2,1823,Text_162_Weather_ThinkPreciousWeatherCockWas,Weather,57,114,57,0,I think the precious        weather-cock was blown away.,,
163,B7,B7E514,1832,Text_163_Romance_GladEverybodyFine,Romance,28,56,28,0,I'm glad everybody is fine.,,
164,B7,B7E54C,1837,Text_164_Dialog_RanchAlright,Dialog,23,46,23,0,Is your ranch alright?,,
165,B7,B7E57A,1841,Text_165_Dialog_WasAwfulOursAlright,Dialog,40,80,40,0,That was awful. Yes: ours   is alright.,,
166,B7,B7E5CA,1847,Text_166_Dialog_LetsLookAroundRanchTrouble,Dialog,75,150,75,0,Let's look around the ranch.There will be trouble if thefences are broken.,,
167,B7,B7E660,1858,Text_167_Dialog_EarthquakeLastNightRegisteredRichter,Dialog,90,180,90,0,The earthquake last night   registered <$00B6> on the richter scale.<LINE>The damage is not serious.,,
168,B7,B7E714,1871,Text_168_Dialog_YoudBetterInspect,Dialog,39,78,39,0,You'd better inspect here   and there.,,
169,B7,B7E762,1877,Text_169_Dialog_EarthquakeNotice,Dialog,48,96,48,0,What? An earthquake?        I didn't notice it.,,
16A,B7,B7E7C2,1884,Text_16A_Sign_WonderMyGrandpaDoingLot,Sign,127,254,127,0,I wonder how my grandpa is  doing. There are a lot of   areas to collapse spots<LINE>in the mountain so I'm      worried about him.,,
16B,B7,B7E8C0,1901,Text_16B_Dialog_WasSurprisedRanchAlright,Dialog,43,86,43,0,I was surprised.Is your     ranch alright?,,
16C,B7,B7E916,1908,Text_16C_Weather_CowsSimpleKeepOutGround,Weather,101,202,101,0,Cows are simple. So don't   keep them out on the ground when it rains: snows:<LINE>and a hurricane comes.,,
16D,B7,B7E9E0,1922,Text_16D_Romance_SeemsChangesEverywhereCausedEarthquake,Romance,118,236,118,0,It seems there are changes  everywhere caused by the    earthquake.<LINE>We were just talking of     going to look around.,,
16E,B7,B7EACC,1938,Text_16E_Dialog_BigRockOutCollapsedEarthquake,Dialog,75,150,75,0,The big rock out there      collapsed by the earthquake.Did you know that?,,
16F,B7,B7EB62,1949,Text_16F_Dialog_WasPrettySurprised,Dialog,39,78,39,0,Oh yes:I was pretty         surprised.,,
170,B7,B7EBB0,1955,Text_170_Dialog_ListenGoThroughRock,Dialog,46,92,46,0,Hey:listen: we can go       through the rock.,,
171,B7,B7EC0C,1962,Text_171_Dialog_MightAbleGoEndRanch,Dialog,94,188,94,0,It might be able to go to   the end of the ranch faster through here.<LINE>But time still goes on.,,
172,B7,B7ECC8,1975,Text_172_Animal_HaveSeenMoleScaresCows,Animal,106,212,106,0,Have you seen a mole?It     scares the cows sometimes.  You'd better kick it<LINE>out of the fence right away.,,
173,B7,B7ED9C,1990,Text_173_Dialog_Happy,Dialog,14,28,14,0,I'm happy....,,
174,B7,B7EDB8,1993,Text_174_Dialog_HaventThoughtAboutitYet,Dialog,38,76,38,0,Well:I haven't thought aboutit yet...,,
175,B7,B7EE04,1999,Text_175_Dialog_SureMe,Dialog,21,42,21,0,...Are you sure? Me?,,
176,B7,B7EE2E,2003,Text_176_Dialog_YoureKidding,Dialog,18,36,18,0,You're kidding...,,
177,B7,B7EE52,2007,Text_177_Dialog_YesYou,Dialog,10,20,10,0,"Yes, You,",,
178,B7,B7EE66,2010,Text_178_Dialog_AfraidTooEarly,Dialog,29,58,29,0,I'm afraid it's too early...,,
179,B7,B7EEA0,2015,Text_179_Dialog_WhatYes,Dialog,17,34,17,0,What? ......Yes.,,
17A,B7,B7EEC2,2019,Text_17A_Dialog_AllTooSuddenKnow,Dialog,53,106,53,0,It's all too sudden so I    don't know what to do...,,
17B,B7,B7EF2C,2027,Text_17B_Dialog_TitterAlrightSay,Dialog,28,56,28,0,Titter...alright. I say OK.,,
17C,B7,B7EF64,2032,Text_17C_Dialog_StillTooEarly,Dialog,28,56,28,0,Well: It's still too early.,,
17D,B7,B7EF9C,2037,Text_17D_Dialog_GoodMorningDaDarlingHappy,Dialog,64,128,64,0,Good morning....da-darling. Be happy together from      now on.,,
17E,B7,B7F01C,2046,Text_17E_Dialog_JmClCnGo,Dialog,20,40,20,0, <CTRL_FFFD>jm:<CTRL_FFFC>cl<CTRL_FFFD>cn of <CTRL_FFFD>go.,,
17F,B7,B7F044,2050,Text_17F_Dialog_TooLate,Dialog,19,38,19,0,Don't be too late.,,
180,B7,B7F06A,2054,Text_180_Dialog_ThankTroubleDarling,Dialog,37,74,37,0,Thank you for your trouble: darling.,,
181,B7,B7F0B4,2060,Text_181_Diary_WorkHardTodayToo,Diary,28,56,28,0,Please work hard today:too.,,
182,B7,B7F0EC,2065,Text_182_Dialog_GotMyBestTodayalso,Dialog,34,68,34,0,I've got to do my best todayalso.,,
183,B7,B7F130,2071,Text_183_Diary_WorkHardGiveHouseGood,Diary,48,96,48,0,I'll work hard to give the  house a good shine.,,
184,B7,B7F190,2078,Text_184_Dialog_StrangeSameSkyButWind,Dialog,72,144,72,0,It's strange. It's the same sky but the wind and the airfeel different.,,
185,B7,B7F220,2088,Text_185_Dialog_TryMyBestMakeSomething,Dialog,61,122,61,0,I'll try my best to make    something that will help    you.,,
186,B7,B7F29A,2097,Text_186_Dialog_TakeCareThoseToolsToo,Dialog,93,186,93,0,I'll take care of those     tools too.                  .....Don't worry.<LINE>I won't break any.,,
187,B7,B7F354,2110,Text_187_Animal_AutoMilkingYogurtMakerSpecial,Animal,97,194,97,0,"""Auto Milking <$0040> Yogurt-Maker: Special Version""          I wish it would be<LINE>finished by spring...",,
188,B7,B7F416,2124,Text_188_Dialog_TimeGoesQuicklyFeelLike,Dialog,70,140,70,0,Time goes by really quickly.I feel like I met you only afew days ago.,,
189,B7,B7F4A2,2134,Text_189_Weather_WeatherBeautifulLetsGoPicnic,Weather,75,150,75,0,The weather is beautiful.   Let's go on a picnic to the mountain top soon.,,
18A,B7,B7F538,2145,Text_18A_Dialog_LaLaLaLaLa,Dialog,71,142,71,0,La-la-la-la-la...           The sky is blue. I somehow  feel cheerful.,,
18B,B7,B7F5C6,2155,Text_18B_Sign_MysteriousFlowerMountainSomedayDreaming,Sign,95,190,95,0,That mysterious flower in   the mountain:someday I'm    dreaming of growing them<LINE>at the ranch.,,
18C,B7,B7F684,2168,Text_18C_Dialog_GoodMorningSweetheartWasSparrow,Dialog,122,244,122,0,Good morning: sweetheart.   There was a sparrow playing in front of our house<LINE>some minutes ago.           It was so cute.,,
18D,B7,B7F778,2185,Text_18D_Romance_WantCookDeliciousMealsEvery,Romance,53,106,53,0,I want to cook delicious    meals for you every day.,,
18E,B7,B7F7E2,2193,Text_18E_Dialog_EpMayDescendedOfaThoroughbred,Dialog,112,224,112,0,<CTRL_FFFD>ep may be the descended ofa Thoroughbred.             Don't you think so?<LINE>It has a pretty fine coat   of hair.,,
18F,B7,B7F8C2,2208,Text_18F_Dialog_SpringWonderful,Dialog,25,50,25,0,Yes:spring is wonderful.,,
190,B7,B7F8F4,2213,Text_190_Dialog_GraduallyGettingUsedLivingLonely,Dialog,103,206,103,0,Gradually I am getting used to living here. What? Am I  lonely?<LINE>Oh:come on:you are here     beside me.,,
191,B7,B7F9C2,2227,Text_191_Sign_ManyKindsAnimalsMountainGive,Sign,87,174,87,0,There are many kinds of     animals in the mountain.    Doesnt' that give you<LINE>comfort?,,
192,B7,B7FA70,2239,Text_192_Romance_CookEvening,Romance,37,74,37,0,What should I cook this     evening?,,
193,B7,B7FABA,2245,Text_193_Dialog_HoneyWork,Dialog,25,50,25,0,Honey: please work well.,,
194,B7,B7FAEC,2250,Text_194_Dialog_SundaysRanch,Dialog,35,70,35,0,There are no Sundays at     ranch.,,
195,B7,B7FB32,2256,Text_195_Dialog_WarmSuchComfortableSunday,Dialog,48,96,48,0,It's warm. Such a           comfortable Sunday.,,
196,B7,B7FB92,2263,Text_196_Dialog_WorkDayLike,Dialog,34,68,34,0,Do you work on a day like   this?,,
197,B7,B7FBD6,2269,Text_197_Weather_RainingHardOutsideMightCatch,Weather,62,124,62,0,It's raining so hard        outside. You might catch    cold.,,
198,B7,B7FC52,2278,Text_198_Weather_SnowHardlyWaitforSpring,Weather,40,80,40,0,"What snow, I can hardly waitfor spring.",,
199,B7,B7FCA2,2284,Text_199_Dialog_QuietLikeTimeStops,Dialog,40,80,40,0,It's so quiet. Just like    time stops.,,
19A,B7,B7FCF2,2290,Text_19A_Dialog_GoingBackMyParentsHome,Dialog,43,86,43,0,"I'm going back to my        parents' home,",,
19B,B7,B7FD48,2297,Text_19B_Dialog_CamePickMeUpSorry,Dialog,41,82,41,0,You came to pick me up?     ......Sorry.,,
19C,B7,B7FD9A,2304,Text_19C_Dialog_AngryAnyMoreOnlyLittle,Dialog,45,90,45,0,"I am not angry any more,    Only a little...",,
19D,B7,B7FDF4,2311,Text_19D_Dialog_WaaaMissed,Dialog,19,38,19,0,Waaa:I missed you.,,
19E,B7,B7FE1A,2315,Text_19E_Dialog_BackHonestWasSorry,Dialog,49,98,49,0,OK:I'll be back. To be      honest: I was sorry.,,
19F,B7,B7FE7C,2323,Text_19F_Dialog_KnowGetMadatBecauseyouAlways,Dialog,83,166,83,0,You don't know why I get madat you: do you? It's becauseyou always leave me alone.,,
1A0,B7,B7FF22,2335,Text_1A0_Dialog_DarlingShallPaintHouseBeautiful,Dialog,63,126,63,0,Hey:darling:shall we paint  our house in a beautiful    color?,,
1A1,B7,B7FFA0,2344,Text_1A1_Dialog_HasBecomePrettyHouse,Dialog,48,96,48,0,It has become a pretty      house.,,
1A2,B8,B88000,5,Text_1A2_Dialog_UummmmSayUmmGuessPregnant,Dialog,78,156,78,0,Well...Uummmm...say...      I...umm..                   I guess I'm pregnant.,,
1A3,B8,B8809C,16,Text_1A3_Dialog_ItllBornSomeTimeLater,Dialog,35,70,35,0,It'll be born some time     later.,,
1A4,B8,B880E2,22,Text_1A4_Dialog_ThinkNameFortheBaby,Dialog,38,76,38,0,Will you think of a name forthe baby?,,
1A5,B8,B8812E,28,Text_1A5_Dialog_FeelMyBodyBecomingLittle,Dialog,44,88,44,0,I feel my body becoming a   little heavier.,,
1A6,B8,B88186,35,Text_1A6_Romance_WonderIfBoyorGirl,Romance,39,78,39,0,I wonder if it will be a boyor a girl.,,
1A7,B8,B881D4,41,Text_1A7_Dialog_KnowWalkAroundMuch,Dialog,37,74,37,0,I know.I won't walk around  so much.,,
1A8,B8,B8821E,47,Text_1A8_Dialog_FeelStrangeGoingHaveBaby,Dialog,55,110,55,0,I feel strange that I'm     going to have a baby soon.,,
1A9,B8,B8828C,55,Text_1A9_Dialog_GetOutMyWayGet,Dialog,28,56,28,0,"Get out of my way: get out,",,
1AA,B8,B882C4,60,Text_1AA_Dialog_HoneyWorryGoWorkC,Dialog,88,176,88,0,I'm OK:honey.Don't worry.   Please go to work.<LINE> Really?                     No: no: no<CHOICE_OR_WAIT>c,,
1AB,B8,B88374,72,Text_1AB_Dialog_Alright,Dialog,17,34,17,0,I'll do alright.,,
1AC,B8,B88396,76,Text_1AC_Dialog_MeThank,Dialog,28,56,28,0,Are you with me? Thank you.,,
1AD,B8,B883CE,81,Text_1AD_Dialog_UughUugh,Dialog,14,28,14,0,uugh..uugh...,,
1AE,B8,B883EA,84,Text_1AE_Church_MyGodBabyComing,Church,36,72,36,0,"Oh my God:the baby is       coming,",,
1AF,B8,B88432,90,Text_1AF_Dialog_FalteringFaltering,Dialog,21,42,21,0,Faltering:faltering.,,
1B0,B8,B8845C,94,Text_1B0_Dialog_TakeEasy,Dialog,14,28,14,0,Take it easy.,,
1B1,B8,B88478,97,Text_1B1_Dialog_WalkingAbout,Dialog,24,48,24,0,Don't be walking about.,,
1B2,B8,B884A8,101,Text_1B2_Dialog_GuessGotOldEnoughAble,Dialog,74,148,74,0,I guess I've got to be old  enough to be able to see my great grandchild.,,
1B3,B8,B8853C,112,Text_1B3_Dialog_WaahWaah,Dialog,13,26,13,0,Waah-waah...,,
1B4,B8,B88556,115,Text_1B4_Dialog_HoHoHoVeryHealthy,Dialog,46,92,46,0,Ho-ho-ho...It's a very      healthy baby boy.,,
1B5,B8,B885B2,122,Text_1B5_Dialog_Great,Dialog,7,14,7,0,"Great,",,
1B6,B8,B885C0,124,Text_1B6_Dialog_PhewHaventNervousYears,Dialog,47,94,47,0,Phew...I haven't been this  nervous for years.,,
1B7,B8,B8861E,131,Text_1B7_Romance_LooksLikeNinaButHas,Romance,63,126,63,0,Yes: he looks like Nina.    Well...but he has your eyes:maybe.,,
1B8,B8,B8869C,140,Text_1B8_Animal_RemindsMeNinaWasBorn,Animal,38,76,38,0,It reminds me of when Nina  was born.,,
1B9,B8,B886E8,146,Text_1B9_Animal_RemindsMeEveWasBorn,Animal,38,76,38,0,It reminds me of when Eve   was born.,,
1BA,B8,B88734,152,Text_1BA_Dialog_DarlingNameHim,Dialog,26,52,26,0,Darling: please name him.,,
1BB,B8,B88768,157,Text_1BB_Dialog_ThankHoneyHappy,Dialog,35,70,35,0,Thank you: honey. I'm so    happy.,,
1BC,B8,B887AE,163,Text_1BC_Dialog_JqCmCrGsBaby,Dialog,41,82,41,0, <CTRL_FFFD>jq:<CTRL_FFFC>cm<CTRL_FFFD>cr of <CTRL_FFFD>gs.   Our baby was born.,,
1BD,B8,B88800,170,Text_1BD_Romance_PresentGladRememberedAnniversary,Romance,69,138,69,0,What? Present? I'm so glad  that you remembered the     anniversary.,,
1BE,B8,B8888A,180,Text_1BE_Dialog_LaLaLa,Dialog,9,18,9,0,La-la-la,,
