bank,label,snes_addr,xref_count,xrefs,text_preview
B7,DATA16_B7B376,B7B376,1,src/code_banks/bank_83.asm:3627: dl DATA16_B7B376                     ;B7B376;119,OK.Let me know when you go  home.
B7,DATA16_B7B3BA,B7B3BA,1,src/code_banks/bank_83.asm:3628: dl DATA16_B7B3BA                     ;B7B3BA;11a,I suggest you listen to     the villagers a little more.
B7,DATA16_B7B42C,B7B42C,1,src/code_banks/bank_83.asm:3629: dl DATA16_B7B42C                     ;B7B42C;11b,You've come to that haunted ranch? Tee:hee...good luck. I'm Eve:nice to meet you. / Here you are: it's from me.
B7,DATA16_B7B508,B7B508,1,src/code_banks/bank_83.asm:3630: dl DATA16_B7B508                     ;B7B508;11c,The best thing to recover   from fatigue is to relax.
B7,DATA16_B7B574,B7B574,1,src/code_banks/bank_83.asm:3631: dl DATA16_B7B574                     ;B7B574;11d,Welcome.Make yourself at    home.
B7,DATA16_B7B5B8,B7B5B8,1,src/code_banks/bank_83.asm:3632: dl DATA16_B7B5B8                     ;B7B5B8;11e,That's Eve:the drawing card of this bar. Isn't she      pretty? / That's because she is my    niece.
B7,DATA16_B7B67E,B7B67E,1,src/code_banks/bank_83.asm:3633: dl DATA16_B7B67E                     ;B7B67E;11f,No...I'm still fine.
B7,DATA16_B7B6A8,B7B6A8,1,src/code_banks/bank_83.asm:3634: dl DATA16_B7B6A8                     ;B7B6A8;120,Good evening. I'm a fan of  Eve's:you know.
B7,DATA16_B7B700,B7B700,1,src/code_banks/bank_83.asm:3635: dl DATA16_B7B700                     ;B7B700;121,Eve works at night so I     suppose she kinda misses    people her age. / Mr.<CTRL_FFFD>ek:right? Will you comehere as much as you can?
B7,DATA16_B7B7F8,B7B7F8,1,src/code_banks/bank_83.asm:3636: dl DATA16_B7B7F8                     ;B7B7F8;122,Eve lost her parents and hergrandfather who is a hunter brought her up. / Her grandfather locks       himself in the mountain and hardly comes down to the / town.
B7,DATA16_B7B936,B7B936,1,src/code_banks/bank_83.asm:3637: dl DATA16_B7B936                     ;B7B936;123,She may miss him too...but  she's always cheerful.      Such a nice girl.
B7,DATA16_B7B9CA,B7B9CA,1,src/code_banks/bank_83.asm:3638: dl DATA16_B7B9CA                     ;B7B9CA;124,"Koro, Wait,"
B7,DATA16_B7B9E2,B7B9E2,1,src/code_banks/bank_83.asm:3639: dl DATA16_B7B9E2                     ;B7B9E2;125,Puff-puff...Don't run       suddenly.Oh:you.You are the Mr. Rancher / everybody's talking about.  Well:excuse me:..will you   please keep this dog / for me? My house is a       gro
B7,DATA16_B7BBD2,B7BBD2,1,src/code_banks/bank_83.asm:3640: dl DATA16_B7BBD2                     ;B7BBD2;126,"Thank you very much, You    have a new house:<CTRL_FFFD>el       You've got to be a / good boy. Take care."
B7,DATA16_B7BC90,B7BC90,1,src/code_banks/bank_83.asm:3641: dl DATA16_B7BC90                     ;B7BC90;127,Hey:you are a newcomer      here. Really:a rancher?     That's something. / For a young boy like you.
B7,DATA16_B7BD58,B7BD58,1,src/code_banks/bank_83.asm:3642: dl DATA16_B7BD58                     ;B7BD58;128,We are carpenters. Please   come to us when you want to enlarge your house.
B7,DATA16_B7BDF0,B7BDF0,1,src/code_banks/bank_83.asm:3643: dl DATA16_B7BDF0                     ;B7BDF0;129,For the extension of your   house:please call us when   you have enough wood / for it. See: there's a sign by the house.Check it out.
B7,DATA16_B7BEF8,B7BEF8,1,src/code_banks/bank_83.asm:3644: dl DATA16_B7BEF8                     ;B7BEF8;12a,Now it's an extension       campaign. If you can enlargeyour house by the end of / summer: you will get a      special gift for free.
B7,DATA16_B7C000,B7C000,1,src/code_banks/bank_83.asm:3645: dl DATA16_B7C000                     ;B7C000;12b,I'm an angler. I live in    perfect freedom.            You' better forget your / work and spend some quiet   time: once in a while:      enjoying things like / fishing.
B7,DATA16_B7C14C,B7C14C,1,src/code_banks/bank_83.asm:3646: dl DATA16_B7C14C                     ;B7C14C;12c,I'll prepare a fishing rod  for you next time.
B7,DATA16_B7C1AA,B7C1AA,1,src/code_banks/bank_83.asm:3647: dl DATA16_B7C1AA                     ;B7C1AA;12d,Hi:what's up?. How's your   work going?
B7,DATA16_B7C1FA,B7C1FA,1,src/code_banks/bank_83.asm:3648: dl DATA16_B7C1FA                     ;B7C1FA;12e,You can gather materials by chopping logs in the        mountain.
B7,DATA16_B7C27E,B7C27E,1,src/code_banks/bank_83.asm:3649: dl DATA16_B7C27E                     ;B7C27E;12f,You can also use materials  for the fence so you should always gather them.
B7,DATA16_B7C316,B7C316,1,src/code_banks/bank_83.asm:3650: dl DATA16_B7C316                     ;B7C316;130,Do you want to enlarge your house? /  Yes                         No<CHOICE_OR_WAIT>c
B7,DATA16_B7C39E,B7C39E,1,src/code_banks/bank_83.asm:3651: dl DATA16_B7C39E                     ;B7C39E;131,OK.I'll be at the ranch     tomorrow.
B7,DATA16_B7C3EA,B7C3EA,1,src/code_banks/bank_83.asm:3652: dl DATA16_B7C3EA                     ;B7C3EA;132,Let me know whenever you    want to do it.
B7,DATA16_B7C440,B7C440,1,src/code_banks/bank_83.asm:3653: dl DATA16_B7C440                     ;B7C440;133,"How do you like living in   the ""Super Deluxe Great Log House""? Isn't it great?"
B7,DATA16_B7C4E0,B7C4E0,1,src/code_banks/bank_83.asm:3654: dl DATA16_B7C4E0                     ;B7C4E0;134,It costs <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge   your house. Take it? /  Yes                         No                           Money <CTRL_FFFC>hi<CTRL_B2>G<CHOICE_OR_W
B7,DATA16_B7C5D0,B7C5D0,1,src/code_banks/bank_83.asm:3655: dl DATA16_B7C5D0                     ;B7C5D0;135,Alright.We'll start off     tomorrow.
B7,DATA16_B7C61C,B7C61C,1,src/code_banks/bank_83.asm:3656: dl DATA16_B7C61C                     ;B7C61C;136,Oh...OK.Call me again any   time.
B7,DATA16_B7C660,B7C660,1,src/code_banks/bank_83.asm:3657: dl DATA16_B7C660                     ;B7C660;137,"Oh my God, There's not      enough materials. Hey:listento me very carefully, / We don't want to do         half-finished work,         We can't start without / enough materials.  "
B7,DATA16_B7C88E,B7C88E,1,src/code_banks/bank_83.asm:3658: dl DATA16_B7C88E                     ;B7C88E;138,Chop stumps with an axe to  make them materials.It      takes you about <$00B8> hits / to chop them down.
B7,DATA16_B7C952,B7C952,1,src/code_banks/bank_83.asm:3659: dl DATA16_B7C952                     ;B7C952;139,Hee-hee:look forward to it.
B7,DATA16_B7C98C,B7C98C,1,src/code_banks/bank_83.asm:3660: dl DATA16_B7C98C                     ;B7C98C;13a,"I'll build a terrific one,  Look forward to it."
B7,DATA16_B7C9EC,B7C9EC,1,src/code_banks/bank_83.asm:3661: dl DATA16_B7C9EC                     ;B7C9EC;13b,It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge  your house. Take it? /  Yes                         No                           Money <CTRL_FFFC>hj<CTRL_B2>G<C
B7,DATA16_B7CADC,B7CADC,1,src/code_banks/bank_83.asm:3662: dl DATA16_B7CADC                     ;B7CADC;13c,Oh no:just do what you have to do.OK?
B7,DATA16_B7CB28,B7CB28,1,src/code_banks/bank_83.asm:3663: dl DATA16_B7CB28                     ;B7CB28;13d,"Look:isn't it an excellent  house? It's called ""Super   Log House."""
B7,DATA16_B7CBB0,B7CBB0,1,src/code_banks/bank_83.asm:3664: dl DATA16_B7CBB0                     ;B7CBB0;13e,What's happened to Eve      tonight?
B7,DATA16_B7CBFA,B7CBFA,1,src/code_banks/bank_83.asm:3665: dl DATA16_B7CBFA                     ;B7CBFA;13f,Nina's mother collapsed fromfever. I can't sell tools   while Dad is out / nursing her.
B7,DATA16_B7CCA6,B7CCA6,1,src/code_banks/bank_83.asm:3666: dl DATA16_B7CCA6                     ;B7CCA6;140,"It's finished, Look at this the ""Super Deluxe Great Log House"",, / Even if I do fall in love   with it.See you."
B7,DATA16_B7CD82,B7CD82,1,src/code_banks/bank_83.asm:3667: dl DATA16_B7CD82                     ;B7CD82;141,Say:I've heard of a rare    seed.It grows to be a tall  bean tree that reaches / all the way to the sky.     I want to see it.
B7,DATA16_B7CE7C,B7CE7C,1,src/code_banks/bank_83.asm:3668: dl DATA16_B7CE7C                     ;B7CE7C;142,"Hi,I was scared by the      earthquake  this morning.   Come up to the mountain / after checking out the      ranch."
B7,DATA16_B7CF62,B7CF62,1,src/code_banks/bank_83.asm:3669: dl DATA16_B7CF62                     ;B7CF62;143,.....Do you like...Nina?
B7,DATA16_B7CF94,B7CF94,1,src/code_banks/bank_83.asm:3670: dl DATA16_B7CF94                     ;B7CF94;144,Today is the last day of    this year. It seems long    enough but at the same / time:it flies by quickly    too.
B7,DATA16_B7D074,B7D074,1,src/code_banks/bank_83.asm:3671: dl DATA16_B7D074                     ;B7D074;145,Scheduled date has already  passed now.  I have to let  them in the shed right away.
B7,DATA16_B7D11E,B7D11E,1,src/code_banks/bank_83.asm:3672: dl DATA16_B7D11E                     ;B7D11E;146,Hey:the long winter is      finally over. Animals looks so happy when springs / comes too.
B7,DATA16_B7D1D0,B7D1D0,1,src/code_banks/bank_83.asm:3673: dl DATA16_B7D1D0                     ;B7D1D0;147,...yeah:I'm OK.I just felt  dizzy...
B7,DATA16_B7D21A,B7D21A,1,src/code_banks/bank_83.asm:3674: dl DATA16_B7D21A                     ;B7D21A;148,I'm a wandering hawker.     Today:I have very rare      berries. / Take one bite:and you'll be full of vitality.This is a  special offer: / I can exchange some for a   chicken over
B7,DATA16_B7D3E0,B7D3E0,1,src/code_banks/bank_83.asm:3675: dl DATA16_B7D3E0                     ;B7D3E0;149,I'm a wandering hawker.     Today:I have a very rare    bean seed. / You'll see the wonder when  you plant it in the soil.   I can exchange it with one / of your cows.             
B7,DATA16_B7D5BA,B7D5BA,1,src/code_banks/bank_83.asm:3676: dl DATA16_B7D5BA                     ;B7D5BA;14a,Well then:this cow is now   mine. The hawker is glad.   See you.
B7,DATA16_B7D63C,B7D63C,1,src/code_banks/bank_83.asm:3677: dl DATA16_B7D63C                     ;B7D63C;14b,OK:this cow is mine now.    I've put the seed in you    shed. / Plant it on the top of the  mountain. Something good    will definitely happen. / See you.
B7,DATA16_B7D76A,B7D76A,1,src/code_banks/bank_83.asm:3678: dl DATA16_B7D76A                     ;B7D76A;14c,You are a hardhearted       customer.I'm a wandering    hawker. / This hawker is very sad.    Good-bye.
B7,DATA16_B7D836,B7D836,1,src/code_banks/bank_83.asm:3679: dl DATA16_B7D836                     ;B7D836;14d,I'm a peddler of the wind.  This is the seed of a tree  that grows money. / Plant it in the ground:     you'll be surprised.Mister: you're buying something / good. It's only <CTRL_
B7,DATA16_B7DA28,B7DA28,1,src/code_banks/bank_83.asm:3680: dl DATA16_B7DA28                     ;B7DA28;14e,Now:I've planted it.        Mister:look forward to      today.
B7,DATA16_B7DAA6,B7DAA6,1,src/code_banks/bank_83.asm:3681: dl DATA16_B7DAA6                     ;B7DAA6;14f,Are you sure? I guarantee   that you will regret this   for the rest of your life.
B7,DATA16_B7DB4C,B7DB4C,1,src/code_banks/bank_83.asm:3682: dl DATA16_B7DB4C                     ;B7DB4C;150,Hey: it's tough when the    weather is gloomy.
B7,DATA16_B7DBAA,B7DBAA,1,src/code_banks/bank_83.asm:3683: dl DATA16_B7DBAA                     ;B7DBAA;151,I'm busy: busy.
B7,DATA16_B7DBCA,B7DBCA,1,src/code_banks/bank_83.asm:3684: dl DATA16_B7DBCA                     ;B7DBCA;152,It's the way back. It's     connected to the world here below.
B7,DATA16_B7DC48,B7DC48,1,src/code_banks/bank_83.asm:3685: dl DATA16_B7DC48                     ;B7DC48;153,Good Lord: what's happening here? Hey: Is your place    alright?
B7,DATA16_B7DCCA,B7DCCA,1,src/code_banks/bank_83.asm:3686: dl DATA16_B7DCCA                     ;B7DCCA;154,They say a hurricane is     coming here tomorrow.
B7,DATA16_B7DD2E,B7DD2E,1,src/code_banks/bank_83.asm:3687: dl DATA16_B7DD2E                     ;B7DD2E;155,The wind is blowing harder  and that makes me scared.
B7,DATA16_B7DD9A,B7DD9A,1,src/code_banks/bank_83.asm:3688: dl DATA16_B7DD9A                     ;B7DD9A;156,Oh well: the sky looks      threatening. We'll probably have a hurricane tomorrow.
B7,DATA16_B7DE40,B7DE40,1,src/code_banks/bank_83.asm:3689: dl DATA16_B7DE40                     ;B7DE40;157,I don't know why but I get  excited when something like a hurricane comes.Don't you?
B7,DATA16_B7DEEA,B7DEEA,1,src/code_banks/bank_83.asm:3690: dl DATA16_B7DEEA                     ;B7DEEA;158,The wind is blowing harder  now. I don't like           hurricanes.
B7,DATA16_B7DF72,B7DF72,1,src/code_banks/bank_83.asm:3691: dl DATA16_B7DF72                     ;B7DF72;159,Rain is OK but not          hurricane. Because it blows flowers away.
B7,DATA16_B7DFFE,B7DFFE,1,src/code_banks/bank_83.asm:3692: dl DATA16_B7DFFE                     ;B7DFFE;15a,You'd better pray to God    that there is no damage fromthe hurricane. Trust me.
B7,DATA16_B7E0A0,B7E0A0,1,src/code_banks/bank_83.asm:3693: dl DATA16_B7E0A0                     ;B7E0A0;15b,Hey:son:the hurricane is    getting near. Have you put  your livestock in the pen? /  Sure                        I Forgot<CHOICE_OR_WAIT>c
B7,DATA16_B7E194,B7E194,1,src/code_banks/bank_83.asm:3694: dl DATA16_B7E194                     ;B7E194;15c,You know what to do even if you are young.
B7,DATA16_B7E1EA,B7E1EA,1,src/code_banks/bank_83.asm:3695: dl DATA16_B7E1EA                     ;B7E1EA;15d,Are you an idiot? What are  you doing here? Go home and put them in the / penright now.
B7,DATA16_B7E296,B7E296,1,src/code_banks/bank_83.asm:3696: dl DATA16_B7E296                     ;B7E296;15e,What are you hanging around here for? Don't you know a  hurricane is coming?
B7,DATA16_B7E330,B7E330,1,src/code_banks/bank_83.asm:3697: dl DATA16_B7E330                     ;B7E330;15f,Have you put the livestock  in the pen? Let's lock the  doors later and go to bed.
B7,DATA16_B7E3D6,B7E3D6,1,src/code_banks/bank_83.asm:3698: dl DATA16_B7E3D6                     ;B7E3D6;160,It's impossible to go out   today.
B7,DATA16_B7E41C,B7E41C,1,src/code_banks/bank_83.asm:3699: dl DATA16_B7E41C                     ;B7E41C;161,Thank God that there was    only slight damage from the hurricane.
B7,DATA16_B7E4A2,B7E4A2,1,src/code_banks/bank_83.asm:3700: dl DATA16_B7E4A2                     ;B7E4A2;162,I think the precious        weather-cock was blown away.
B7,DATA16_B7E514,B7E514,1,src/code_banks/bank_83.asm:3701: dl DATA16_B7E514                     ;B7E514;163,I'm glad everybody is fine.
B7,DATA16_B7E54C,B7E54C,1,src/code_banks/bank_83.asm:3702: dl DATA16_B7E54C                     ;B7E54C;164,Is your ranch alright?
B7,DATA16_B7E57A,B7E57A,1,src/code_banks/bank_83.asm:3703: dl DATA16_B7E57A                     ;B7E57A;165,That was awful. Yes: ours   is alright.
B7,DATA16_B7E5CA,B7E5CA,1,src/code_banks/bank_83.asm:3704: dl DATA16_B7E5CA                     ;B7E5CA;166,Let's look around the ranch.There will be trouble if thefences are broken.
B7,DATA16_B7E660,B7E660,1,src/code_banks/bank_83.asm:3705: dl DATA16_B7E660                     ;B7E660;167,The earthquake last night   registered <$00B6> on the richter scale. / The damage is not serious.
B7,DATA16_B7E714,B7E714,1,src/code_banks/bank_83.asm:3706: dl DATA16_B7E714                     ;B7E714;168,You'd better inspect here   and there.
B7,DATA16_B7E762,B7E762,1,src/code_banks/bank_83.asm:3707: dl DATA16_B7E762                     ;B7E762;169,What? An earthquake?        I didn't notice it.
B7,DATA16_B7E7C2,B7E7C2,1,src/code_banks/bank_83.asm:3708: dl DATA16_B7E7C2                     ;B7E7C2;16a,I wonder how my grandpa is  doing. There are a lot of   areas to collapse spots / in the mountain so I'm      worried about him.
B7,DATA16_B7E8C0,B7E8C0,1,src/code_banks/bank_83.asm:3709: dl DATA16_B7E8C0                     ;B7E8C0;16b,I was surprised.Is your     ranch alright?
B7,DATA16_B7E916,B7E916,1,src/code_banks/bank_83.asm:3710: dl DATA16_B7E916                     ;B7E916;16c,Cows are simple. So don't   keep them out on the ground when it rains: snows: / and a hurricane comes.
B7,DATA16_B7E9E0,B7E9E0,1,src/code_banks/bank_83.asm:3711: dl DATA16_B7E9E0                     ;B7E9E0;16d,It seems there are changes  everywhere caused by the    earthquake. / We were just talking of     going to look around.
B7,DATA16_B7EACC,B7EACC,1,src/code_banks/bank_83.asm:3712: dl DATA16_B7EACC                     ;B7EACC;16e,The big rock out there      collapsed by the earthquake.Did you know that?
B7,DATA16_B7EB62,B7EB62,1,src/code_banks/bank_83.asm:3713: dl DATA16_B7EB62                     ;B7EB62;16f,Oh yes:I was pretty         surprised.
B7,DATA16_B7EBB0,B7EBB0,1,src/code_banks/bank_83.asm:3714: dl DATA16_B7EBB0                     ;B7EBB0;170,Hey:listen: we can go       through the rock.
B7,DATA16_B7EC0C,B7EC0C,1,src/code_banks/bank_83.asm:3715: dl DATA16_B7EC0C                     ;B7EC0C;171,It might be able to go to   the end of the ranch faster through here. / But time still goes on.
B7,DATA16_B7ECC8,B7ECC8,1,src/code_banks/bank_83.asm:3716: dl DATA16_B7ECC8                     ;B7ECC8;172,Have you seen a mole?It     scares the cows sometimes.  You'd better kick it / out of the fence right away.
B7,DATA16_B7ED9C,B7ED9C,1,src/code_banks/bank_83.asm:3717: dl DATA16_B7ED9C                     ;B7ED9C;173,I'm happy....
B7,DATA16_B7EDB8,B7EDB8,1,src/code_banks/bank_83.asm:3718: dl DATA16_B7EDB8                     ;B7EDB8;174,Well:I haven't thought aboutit yet...
B7,DATA16_B7EE04,B7EE04,1,src/code_banks/bank_83.asm:3719: dl DATA16_B7EE04                     ;B7EE04;175,...Are you sure? Me?
B7,DATA16_B7EE2E,B7EE2E,1,src/code_banks/bank_83.asm:3720: dl DATA16_B7EE2E                     ;B7EE2E;176,You're kidding...
B7,DATA16_B7EE52,B7EE52,1,src/code_banks/bank_83.asm:3721: dl DATA16_B7EE52                     ;B7EE52;177,"Yes, You,"
B7,DATA16_B7EE66,B7EE66,1,src/code_banks/bank_83.asm:3722: dl DATA16_B7EE66                     ;B7EE66;178,I'm afraid it's too early...
B7,DATA16_B7EEA0,B7EEA0,1,src/code_banks/bank_83.asm:3723: dl DATA16_B7EEA0                     ;B7EEA0;179,What? ......Yes.
B7,DATA16_B7EEC2,B7EEC2,1,src/code_banks/bank_83.asm:3724: dl DATA16_B7EEC2                     ;B7EEC2;17a,It's all too sudden so I    don't know what to do...
B7,DATA16_B7EF2C,B7EF2C,1,src/code_banks/bank_83.asm:3725: dl DATA16_B7EF2C                     ;B7EF2C;17b,Titter...alright. I say OK.
B7,DATA16_B7EF64,B7EF64,1,src/code_banks/bank_83.asm:3726: dl DATA16_B7EF64                     ;B7EF64;17c,Well: It's still too early.
B7,DATA16_B7EF9C,B7EF9C,1,src/code_banks/bank_83.asm:3727: dl DATA16_B7EF9C                     ;B7EF9C;17d,Good morning....da-darling. Be happy together from      now on.
B7,DATA16_B7F01C,B7F01C,1,src/code_banks/bank_83.asm:3728: dl DATA16_B7F01C                     ;B7F01C;17e, <CTRL_FFFD>jm:<CTRL_FFFC>cl<CTRL_FFFD>cn of <CTRL_FFFD>go.
B7,DATA16_B7F044,B7F044,1,src/code_banks/bank_83.asm:3729: dl DATA16_B7F044                     ;B7F044;17f,Don't be too late.
B7,DATA16_B7F06A,B7F06A,1,src/code_banks/bank_83.asm:3730: dl DATA16_B7F06A                     ;B7F06A;180,Thank you for your trouble: darling.
B7,DATA16_B7F0B4,B7F0B4,1,src/code_banks/bank_83.asm:3731: dl DATA16_B7F0B4                     ;B7F0B4;181,Please work hard today:too.
B7,DATA16_B7F0EC,B7F0EC,1,src/code_banks/bank_83.asm:3732: dl DATA16_B7F0EC                     ;B7F0EC;182,I've got to do my best todayalso.
B7,DATA16_B7F130,B7F130,1,src/code_banks/bank_83.asm:3733: dl DATA16_B7F130                     ;B7F130;183,I'll work hard to give the  house a good shine.
B7,DATA16_B7F190,B7F190,1,src/code_banks/bank_83.asm:3734: dl DATA16_B7F190                     ;B7F190;184,It's strange. It's the same sky but the wind and the airfeel different.
B7,DATA16_B7F220,B7F220,1,src/code_banks/bank_83.asm:3735: dl DATA16_B7F220                     ;B7F220;185,I'll try my best to make    something that will help    you.
B7,DATA16_B7F29A,B7F29A,1,src/code_banks/bank_83.asm:3736: dl DATA16_B7F29A                     ;B7F29A;186,I'll take care of those     tools too.                  .....Don't worry. / I won't break any.
B7,DATA16_B7F354,B7F354,1,src/code_banks/bank_83.asm:3737: dl DATA16_B7F354                     ;B7F354;187,"""Auto Milking <$0040> Yogurt-Maker: Special Version""          I wish it would be / finished by spring..."
B7,DATA16_B7F416,B7F416,1,src/code_banks/bank_83.asm:3738: dl DATA16_B7F416                     ;B7F416;188,Time goes by really quickly.I feel like I met you only afew days ago.
B7,DATA16_B7F4A2,B7F4A2,1,src/code_banks/bank_83.asm:3739: dl DATA16_B7F4A2                     ;B7F4A2;189,The weather is beautiful.   Let's go on a picnic to the mountain top soon.
B7,DATA16_B7F538,B7F538,1,src/code_banks/bank_83.asm:3740: dl DATA16_B7F538                     ;B7F538;18a,La-la-la-la-la...           The sky is blue. I somehow  feel cheerful.
B7,DATA16_B7F5C6,B7F5C6,1,src/code_banks/bank_83.asm:3741: dl DATA16_B7F5C6                     ;B7F5C6;18b,That mysterious flower in   the mountain:someday I'm    dreaming of growing them / at the ranch.
B7,DATA16_B7F684,B7F684,1,src/code_banks/bank_83.asm:3742: dl DATA16_B7F684                     ;B7F684;18c,Good morning: sweetheart.   There was a sparrow playing in front of our house / some minutes ago.           It was so cute.
B7,DATA16_B7F778,B7F778,1,src/code_banks/bank_83.asm:3743: dl DATA16_B7F778                     ;B7F778;18d,I want to cook delicious    meals for you every day.
B7,DATA16_B7F7E2,B7F7E2,1,src/code_banks/bank_83.asm:3744: dl DATA16_B7F7E2                     ;B7F7E2;18e,<CTRL_FFFD>ep may be the descended ofa Thoroughbred.             Don't you think so? / It has a pretty fine coat   of hair.
B7,DATA16_B7F8C2,B7F8C2,1,src/code_banks/bank_83.asm:3745: dl DATA16_B7F8C2                     ;B7F8C2;18f,Yes:spring is wonderful.
B7,DATA16_B7F8F4,B7F8F4,1,src/code_banks/bank_83.asm:3746: dl DATA16_B7F8F4                     ;B7F8F4;190,Gradually I am getting used to living here. What? Am I  lonely? / Oh:come on:you are here     beside me.
B7,DATA16_B7F9C2,B7F9C2,1,src/code_banks/bank_83.asm:3747: dl DATA16_B7F9C2                     ;B7F9C2;191,There are many kinds of     animals in the mountain.    Doesnt' that give you / comfort?
B7,DATA16_B7FA70,B7FA70,1,src/code_banks/bank_83.asm:3748: dl DATA16_B7FA70                     ;B7FA70;192,What should I cook this     evening?
B7,DATA16_B7FABA,B7FABA,1,src/code_banks/bank_83.asm:3749: dl DATA16_B7FABA                     ;B7FABA;193,Honey: please work well.
B7,DATA16_B7FAEC,B7FAEC,1,src/code_banks/bank_83.asm:3750: dl DATA16_B7FAEC                     ;B7FAEC;194,There are no Sundays at     ranch.
B7,DATA16_B7FB32,B7FB32,1,src/code_banks/bank_83.asm:3751: dl DATA16_B7FB32                     ;B7FB32;195,It's warm. Such a           comfortable Sunday.
B7,DATA16_B7FB92,B7FB92,1,src/code_banks/bank_83.asm:3752: dl DATA16_B7FB92                     ;B7FB92;196,Do you work on a day like   this?
B7,DATA16_B7FBD6,B7FBD6,1,src/code_banks/bank_83.asm:3753: dl DATA16_B7FBD6                     ;B7FBD6;197,It's raining so hard        outside. You might catch    cold.
B7,DATA16_B7FC52,B7FC52,1,src/code_banks/bank_83.asm:3754: dl DATA16_B7FC52                     ;B7FC52;198,"What snow, I can hardly waitfor spring."
B7,DATA16_B7FCA2,B7FCA2,1,src/code_banks/bank_83.asm:3755: dl DATA16_B7FCA2                     ;B7FCA2;199,It's so quiet. Just like    time stops.
B7,DATA16_B7FCF2,B7FCF2,1,src/code_banks/bank_83.asm:3756: dl DATA16_B7FCF2                     ;B7FCF2;19a,"I'm going back to my        parents' home,"
B7,DATA16_B7FD48,B7FD48,1,src/code_banks/bank_83.asm:3757: dl DATA16_B7FD48                     ;B7FD48;19b,You came to pick me up?     ......Sorry.
B7,DATA16_B7FD9A,B7FD9A,1,src/code_banks/bank_83.asm:3758: dl DATA16_B7FD9A                     ;B7FD9A;19c,"I am not angry any more,    Only a little..."
B7,DATA16_B7FDF4,B7FDF4,1,src/code_banks/bank_83.asm:3759: dl DATA16_B7FDF4                     ;B7FDF4;19d,Waaa:I missed you.
B7,DATA16_B7FE1A,B7FE1A,1,src/code_banks/bank_83.asm:3760: dl DATA16_B7FE1A                     ;B7FE1A;19e,OK:I'll be back. To be      honest: I was sorry.
B7,DATA16_B7FE7C,B7FE7C,1,src/code_banks/bank_83.asm:3761: dl DATA16_B7FE7C                     ;B7FE7C;19f,You don't know why I get madat you: do you? It's becauseyou always leave me alone.
B7,DATA16_B7FF22,B7FF22,1,src/code_banks/bank_83.asm:3762: dl DATA16_B7FF22                     ;B7FF22;1a0,Hey:darling:shall we paint  our house in a beautiful    color?
B7,DATA16_B7FFA0,B7FFA0,1,src/code_banks/bank_83.asm:3763: dl DATA16_B7FFA0                     ;B7FFA0;1a1,It has become a pretty      house.
B8,DATA16_B88000,B88000,1,src/code_banks/bank_83.asm:3764: dl DATA16_B88000                     ;B88000;1a2,Well...Uummmm...say...      I...umm..                   I guess I'm pregnant.
B8,DATA16_B8809C,B8809C,1,src/code_banks/bank_83.asm:3765: dl DATA16_B8809C                     ;B8809C;1a3,It'll be born some time     later.
B8,DATA16_B880E2,B880E2,1,src/code_banks/bank_83.asm:3766: dl DATA16_B880E2                     ;B880E2;1a4,Will you think of a name forthe baby?
B8,DATA16_B8812E,B8812E,1,src/code_banks/bank_83.asm:3767: dl DATA16_B8812E                     ;B8812E;1a5,I feel my body becoming a   little heavier.
B8,DATA16_B88186,B88186,1,src/code_banks/bank_83.asm:3768: dl DATA16_B88186                     ;B88186;1a6,I wonder if it will be a boyor a girl.
B8,DATA16_B881D4,B881D4,1,src/code_banks/bank_83.asm:3769: dl DATA16_B881D4                     ;B881D4;1a7,I know.I won't walk around  so much.
B8,DATA16_B8821E,B8821E,1,src/code_banks/bank_83.asm:3770: dl DATA16_B8821E                     ;B8821E;1a8,I feel strange that I'm     going to have a baby soon.
B8,DATA16_B8828C,B8828C,1,src/code_banks/bank_83.asm:3771: dl DATA16_B8828C                     ;B8828C;1a9,"Get out of my way: get out,"
B8,DATA16_B882C4,B882C4,1,src/code_banks/bank_83.asm:3772: dl DATA16_B882C4                     ;B882C4;1aa,I'm OK:honey.Don't worry.   Please go to work. /  Really?                     No: no: no<CHOICE_OR_WAIT>c
B8,DATA16_B88374,B88374,1,src/code_banks/bank_83.asm:3773: dl DATA16_B88374                     ;B88374;1ab,I'll do alright.
B8,DATA16_B88396,B88396,1,src/code_banks/bank_83.asm:3774: dl DATA16_B88396                     ;B88396;1ac,Are you with me? Thank you.
B8,DATA16_B883CE,B883CE,1,src/code_banks/bank_83.asm:3775: dl DATA16_B883CE                     ;B883CE;1ad,uugh..uugh...
B8,DATA16_B883EA,B883EA,1,src/code_banks/bank_83.asm:3776: dl DATA16_B883EA                     ;B883EA;1ae,"Oh my God:the baby is       coming,"
B8,DATA16_B88432,B88432,1,src/code_banks/bank_83.asm:3777: dl DATA16_B88432                     ;B88432;1af,Faltering:faltering.
B8,DATA16_B8845C,B8845C,1,src/code_banks/bank_83.asm:3778: dl DATA16_B8845C                     ;B8845C;1b0,Take it easy.
B8,DATA16_B88478,B88478,1,src/code_banks/bank_83.asm:3779: dl DATA16_B88478                     ;B88478;1b1,Don't be walking about.
