bank,label,snes_addr,pc_offset,usa_word_count,br_word_count,changed,usa_text,br_text
B7,DATA16_B78422,B78422,0x1B8422,94,94,True,"Is it good? It's a          cheesecake. Do you think    it's good enough to sell
at the shop?","É bom? É um bolo de queijo. Você acha que ele é bom o   suficiente para vender
na loja?"
B7,DATA16_B784DE,B784DE,0x1B84DE,66,66,True,You look pretty busy.       I hope everything's well    with you.,Você parece ocupado.        Espero que tudo esteja bem  com você.
B7,DATA16_B78562,B78562,0x1B8562,76,76,True,"Oh:what a coincidence to    meet you here.
 Yes                         No<CHOICE_OR_WAIT>c","Ó: que coincidência te   en-contrar aqui.
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B7,DATA16_B785FA,B785FA,0x1B85FA,11,11,True,Tee-hee...,Hee-hee...
B7,DATA16_B78610,B78610,0x1B8610,105,105,True,"Wow:what a coincidence.     Hey:were you waiting for    me here?
Titter...I'm waiting for youat the bar.","Uau: que coincidência.      Ei: você estava esperando   por mim?
...Estou esperando por você no bar."
B7,DATA16_B786E2,B786E2,0x1B86E2,76,76,True,Hi.I just came to shop.     Sorry:but I'm in too much ofa hurry to see you.,Oi. Eu só vim comprar.      Perdão: mas estou com muita pressa para vê-lo.
B7,DATA16_B7877A,B7877A,0x1B877A,41,41,True,You came here in this rain? I'm so glad.,Você veio nessa chuva? Fico tão feliz.
B7,DATA16_B787CC,B787CC,0x1B87CC,25,25,True,Grand-pa is so strict...,Vovô é tão severo...
B7,DATA16_B787FE,B787FE,0x1B87FE,106,106,True,"You are pretty daring:      aren't you? Shall I wash    your back?
 Yes                         N..N..No<CHOICE_OR_WAIT>c","Você é bem ousado: não é?   Posso lavar suas costas?
 Sim                         N...Não <CHOICE_OR_WAIT>c"
B7,DATA16_B788D2,B788D2,0x1B88D2,23,23,True,Hey: I'm just kidding.,Ei: tô só brincando.
B7,DATA16_B78900,B78900,0x1B8900,24,24,True,Hee-hee: I won't do it.,Heheh: eu não ia mesmo.
B7,DATA16_B78930,B78930,0x1B8930,25,25,True,Hi. You look fine today.,Oi. Você parece bem.
B7,DATA16_B78962,B78962,0x1B8962,94,94,True,"It's my home made fruit     juice. Do you want it?
 Yes                         No thank you<CHOICE_OR_WAIT>c","Esse é meu suco de fruta ca-seiro. Quer provar?
 Sim                         Não:obrigado<CHOICE_OR_WAIT>c"
B7,DATA16_B78A1E,B78A1E,0x1B8A1E,47,47,True,Tee-hee...I'll kiss you if  you can drink it.,Hee-hee...Te darei um beijo se puder beber.
B7,DATA16_B78A7C,B78A7C,0x1B8A7C,64,64,True,Why are you here at this    bar? ...Aha: you want to    see me.,Por que você está aqui nessebar? Aha: você quer me ver.
B7,DATA16_B78AFC,B78AFC,0x1B8AFC,35,35,True,It doesn't get cool at      night.,Isso não fica legal à noite.
B7,DATA16_B78B42,B78B42,0x1B8B42,24,24,True,Thanks a lot for today.,Muito obrigado por hoje
B7,DATA16_B78B72,B78B72,0x1B8B72,26,26,True,I don't like to be alone.,Não gosto de ficar só.
B7,DATA16_B78BA6,B78BA6,0x1B8BA6,65,65,True,I sometimes go to the       mountains to gather some    berries.,Eu às vezes vou à montanha  pegar algumas bagas.
B7,DATA16_B78C28,B78C28,0x1B8C28,97,97,True,"Wasn't it cold outside?     When it's cold: you better  drink and warm you body
from the inside.","Não estava frio lá fora?    Quando está frio:melhor vocêbeber e aquecer o seu
corpo por dentro"
B7,DATA16_B78CEA,B78CEA,0x1B8CEA,85,85,True,I saw you at the ranch the  other day. You didn't noticeme because you were working.,Eu vi você no rancho outro  dia. Você não me notou  por-que você estava trabalhando.
B7,DATA16_B78D94,B78D94,0x1B8D94,120,120,True,"I couldn't stand to be alonein that huge place. Don't   you feel lonely there?
 Sometimes                   Not at all<CHOICE_OR_WAIT>c","Eu não conseguiria ficar só naquele lugar gigante. Você não se sente só ali?
 Às vezes                    Não muito <CHOICE_OR_WAIT>c"
B7,DATA16_B78E84,B78E84,0x1B8E84,178,178,True,"It's much better to have    someone around me and say   ""yeah:"" when I say ""
the weather is fine.""       Feel secure: don't you ?    I think it's better than
being alone. Right?","É muito melhor ter alguém   perto de mim e dizer ""É""    quando eu digo ""o
clima está bom."" Você se    sente seguro: não? Eu acho  que é melhor que estar
sozinho. Certo?"
B7,DATA16_B78FE8,B78FE8,0x1B8FE8,81,81,True,Sure: you can live alone butit's just like breathing:   you know? It's lonely...,Claro: você pode viver sozi-nho: mas é como respirar:   sabe? É solitário...
B7,DATA16_B7908A,B7908A,0x1B908A,87,87,True,"Hello. You are the one who  is supposed to work at this ranch today.
What's your name?","Olá. Você é aquele que deve ir trabalhar neste rancho   hoje.
Como se chama?"
B7,DATA16_B79138,B79138,0x1B9138,215,215,True,"Mr.<CTRL_FFFD>ej:I'm in charge of    shipping here. I come here  every evening to pick up
stuff you put in the        shipping box. Nice to meet  you.
Oh yeah: ask anything you   want to people in town.     It will help you.","Sr.<CTRL_FFFD>ej:Eu sou o encarregadodo transporte aqui. Eu venhotodas as tardes pegar o
que você colocar na caixa   de transporte. Muito prazer.
Ah sim: pergunte o que  qui-ser para as pessoas na cida-de. Vai ajudá-lo."
B7,DATA16_B792E6,B792E6,0x1B92E6,196,196,True,"Hello. Where are you        from?...You are managing theranch alone: separately
from your parents? Great,   There's nothing here in the ranch: is there?...for
practice? You have wonderfulparents.","Olá. De onde você é?...     Você está cuidando do ranchosozinho: sem seus pais?
Incrível,                   Não tem nada lá no rancho:  nadinha: não é?...para
praticar? Você tem ótimos   pais."
B7,DATA16_B7946E,B7946E,0x1B946E,197,197,True,"Hi: How do you do? I'm the  mayor of this town. It's a  pleasure to meet you.
There are some tools left inthe shed that your          grandfather used to use.
And a book on how to use    them:too.","Oi: como vai? Sou o prefeitodesta cidade. É um grande   prazer conhecê-lo.
Tem algumas ferramentas no  galpão que seu avô usava.   E lá também tem um livro
ensinando como usá-las."
B7,DATA16_B795F8,B795F8,0x1B95F8,162,162,True,"Your grandfather helped me  in those days. If you have  any  problems: don't
hesitate to talk to me.     Well:you should get some    rest when you get back home.","Seu avô me ajudou naqueles  dias. Se você tiver qualquerproblema: não hesite
em falar comigo.            Bem: você deve descansar    quando voltar para casa."
B7,DATA16_B7973C,B7973C,0x1B973C,121,121,True,"How do you do? Hard:isn't   it? But don't give up..................Oh:yeah
I have a daughter....she maybe at the church.","Como vai? Vida dura: não é? Mas não desista........................Ah:é...
Tenho uma filha... ela deve estar na igreja."
B7,DATA16_B7982E,B7982E,0x1B982E,34,34,True,She is a cute girl with longhair.,É uma bela jovem de cabelo  longo
B7,DATA16_B79872,B79872,0x1B9872,85,85,True,"I haven't seen you before.  Did you come to that ranch? I'm Maria.
Nice meeting you.","Eu nunca o vi antes. Você   veio para aquele rancho? Eu sou Maria.
Muito prazer."
B7,DATA16_B7991C,B7991C,0x1B991C,43,43,True,It may be hard at first but don't give up.,Será difícil no começo mas  não desista.
B7,DATA16_B79972,B79972,0x1B9972,156,156,True,"I've heard something,       I've heard a faint sound of laughter behind the trees
in the ranch. And some      people talking:too,         ...What was that?","Eu ouvi alguma coisa,       Eu ouvi um som distante de  risadas atrás das árvores
no rancho. E algumas        pessoas falando: também,    ...O que seria?"
B7,DATA16_B79AAA,B79AAA,0x1B9AAA,11,11,True,He..Hello.,O...Olá.
B7,DATA16_B79AC0,B79AC0,0x1B9AC0,161,161,True,"How do you do? I'm the      priest of this church.      Ask questions to people at
the shop. They know many    things. And for the rest:   check the signboards.","Como vai? Eu sou o padre    desta igreja.               Faça perguntas às pessoas
na loja. Eles sabem muita   coisa. Para completar:      verifique as placas."
B7,DATA16_B79C02,B79C02,0x1B9C02,96,96,True,"You'll have a plenty of     challenges but things will  be better for sure.
Please stick to it.","Você terá muitos desafios   mas as coisas vão melhorar  com certeza.
Continue firme."
B7,DATA16_B79CC2,B79CC2,0x1B9CC2,174,174,True,"This year is over today.    What was your year like?
Well:this town will be in a festive mood tomorrow       because lots of people
are going to the top to see the sun rise.","Esse ano acaba hoje. Como   foi seu ano?
Bem: essa cidade vai estar  em clima de festa amanhã    porque muitas pessoas
vão até o topo ver o        amanhecer."
B7,DATA16_B79E1E,B79E1E,0x1B9E1E,96,96,True,"""Shipping box for livestock""After talking at the shop:  put livestock in here.
Livestock Dealer","""Caixa de estoque de alimen-tos"" Após conversar na loja:coloque alimentos aqui
Homem da Coleta"
B7,DATA16_B79EDE,B79EDE,0x1B9EDE,110,110,True,"Tools are in the shed and   the pen. Pick them up with  A button to get equipped.
To use them: push Y button.","Ferramentas estão no galpão e no curral. Pegue-as com o botão A para equipá-las.
Para usá-las: aperte o Y."
B7,DATA16_B79FBA,B79FBA,0x1B9FBA,111,111,True,"Unfortunately: there's      nothing for sale here but   there will be soon.
So please drop by in a      while.","Infelizmente não há nada    para vender aqui: mas vai   ter em breve.
Então tenha paciência por   favor."
B7,DATA16_B7A098,B7A098,0x1BA098,74,74,True,Heh: you are the owner of   the ranch. I'm Ann.         Nice to meet you.,Heh: você é o dono do       rancho. Sou Ann.  Prazer em conhecê-lo.
B7,DATA16_B7A12C,B7A12C,0x1BA12C,85,85,True,"Stamina decreases when you  use tools. Eat food or      sleep in the bed to
recover.","Resistência cai quando você usa ferramentas. Coma ou    durma para se recu-
perar."
B7,DATA16_B7A1D6,B7A1D6,0x1BA1D6,205,205,True,"You went to the ranch:      didn't you? If you are      going to raise crops there:
I'll give this to you.      It's a watering can.        It's for getting water
from the pond. I'll bring itto your shed.","Você foi para o rancho: não foi? Se você vai fazer uma  plantação lá: eu te darei
isto. É um regador. É para  pegar água da lagoa. Eu vou levar esse regador até
o seu galpão."
B7,DATA16_B7A370,B7A370,0x1BA370,53,53,True,Vegetable seeds will be in  soon so come again soon.,Sementes de vegetais logo   virão: então volte logo.
B7,DATA16_B7A3DA,B7A3DA,0x1BA3DA,145,145,True,"How do you do? I'm Nina.    These crops must be sowed   during a certain season.
They won't germinate unless you sow them in the proper  season.","Como vai você? Eu sou Nina. Você deve cultivar esses ve-getais na estação certa.
Eles não germinarão se você não cultivá-los na estação  certa."
B7,DATA16_B7A4FC,B7A4FC,0x1BA4FC,63,63,True,And you have to plow the    ground well to make it a    field.,E você deve escavar direito o solo para fazer um campo.
B7,DATA16_B7A57A,B7A57A,0x1BA57A,64,64,True,Welcome. You'd better eat   everyday: you know. Stamina is key.,Bem vindo. É bom comer todo dia: sabe? Resistência é a  chave.
B7,DATA16_B7A5FA,B7A5FA,0x1BA5FA,43,43,True,It must be hard: I know: buttry your best.,Deve ser difícil: eu sei: dêo seu melhor.
B7,DATA16_B7A650,B7A650,0x1BA650,36,36,True,Puff...hic..Have I seen you before?,Puff...hic..Eu já te vi     antes?
B7,DATA16_B7A698,B7A698,0x1BA698,240,240,True,"Hey:son, You have to have a meadow to buy livestock.    Not only for cows
but also for chickens.      I have some grass left so   use it to raise them.
I'll bring it to your shed. Talk to me over the counter when you want to buy
livestock.","Ei: filho, Você deve ter um pasto para comprar animais. Não só vacas mas
também galinhas. Eu tenho   alguma grama sobrando: entãouse-a para criá-las.
Vou levar para seu galpão.  Fale comigo da frente do    balcão para comprar
animais."
B7,DATA16_B7A878,B7A878,0x1BA878,116,116,True,"First:you must have a       plenty of grass when you    raise livestock.
Beginners should start off  with chickens.","Primeiro:você tem que ter   muita grama quando você     criar animais.
Iniciantes devem começar comgalinhas."
B7,DATA16_B7A960,B7A960,0x1BA960,143,143,True,"Howdy, I put those cows in  the pen and gave those bellsfor free.
Well:first thing to do is toname them with affection.Take good care of them,","E aí, Eu coloquei as vacas  no curral e dei os sinos de graça.
Bem: a primeira atitude deveser nomeá-las com carinho.  Cuide bem delas,"
B7,DATA16_B7AA7E,B7AA7E,0x1BAA7E,155,155,True,"Hello. I'm a wandering      peddler.I don't have        anything to sell right
now though. If you want to  sell something: bring it to me so I can buy it.","Olá. Eu sou um camelô. Mas  eu não tenho nada para      vender agora. Se você
quiser vender algo: traga   até mim para que eu possa   comprar."
B7,DATA16_B7ABB4,B7ABB4,0x1BABB4,79,79,True,Girls in this town are all  cute and good-natured so it may be fun to be here.,As garotas dessa cidade são todas belas e boas. Deve serdivertido estar aqui.
B7,DATA16_B7AC52,B7AC52,0x1BAC52,225,225,True,"Hohoho...Mister: you don't  know what to begin with:do  you?
First:you must learn how to use those tools with the    book in the shed.
The rest: ask the florist   about the crops  and the    livestock dealer about
livestock.","Hohoho...Senhor: você não   sabe por onde começar: sabe?
Primeiro: precisa aprender ausar essas ferramentas com olivro no galpão.
De resto: pergunte à        florista sobre plantações e ao comerciante sobre
animais."
B7,DATA16_B7AE14,B7AE14,0x1BAE14,167,167,True,"Don't overextend yourself.  When you are tired: just go to bed earlier.
The healthy body is your    precious asset. Try your    best to become an
independent rancher.","Não se sobrecarregue. Quandoestiver cansado: vá dormir  mais cedo.
O corpo saudável é muito    precioso. Dê seu melhor paraser um rancheiro
independente."
B7,DATA16_B7AF62,B7AF62,0x1BAF62,90,90,True,"Mrs.Fortune-teller's words  always prove right.  Just   like the weather fore
cast on TV.","As palavras da Vidente sem- pre se provam certas: igual à previsão do tempo
na TV."
B7,DATA16_B7B016,B7B016,0x1BB016,41,41,True,Oh:hi:I'm Ellen. Nice       meeting you.,Oh:oi:sou Ellen. Prazer em  conhecê-lo.
B7,DATA16_B7B068,B7B068,0x1BB068,112,112,True,"What? Are you the heir of   the ranch? I wonder if you  can manage it.
Young men these days have   little guts.","O que? Você é o herdeiro do rancho? Imagino se você podecuidar dele.
Jovens esses dias tem seus  truques."
B7,DATA16_B7B148,B7B148,0x1BB148,78,78,True,Hello. The bar is closed    today. It's usually open    except Sunday though.,Olá.O bar está fechado hoje.Ele normalmente está aberto exceto em domingos.
B7,DATA16_B7B1E4,B7B1E4,0x1BB1E4,73,73,True,"Are you going back to the   ranch?
 Yes                         Not yet<CHOICE_OR_WAIT>c","Você vai voltar ao rancho?
 <$0060><$0061>                          <$0062><$0063>     <CHOICE_OR_WAIT>c"
B7,DATA16_B7B276,B7B276,0x1BB276,128,128,True,"Then:I'll give you a lift.  I'm a trainee of shipping   too.
Let's do our best to achieveeach other's goal.          With grit,","Então vou te dar uma carona.Eu sou um transportador tam-bém.
Façamos nosso melhor para   atingir nossos objetivos.   Coragem,"
B7,DATA16_B7B376,B7B376,0x1BB376,34,34,True,OK.Let me know when you go  home.,OK.Me avise quando for para casa.
B7,DATA16_B7B3BA,B7B3BA,0x1BB3BA,57,57,True,I suggest you listen to     the villagers a little more.,Sugiro que você converse um pouco mais com os moradores.
B7,DATA16_B7B42C,B7B42C,0x1BB42C,110,110,True,"You've come to that haunted ranch? Tee:hee...good luck. I'm Eve:nice to meet you.
Here you are: it's from me.","Você veio para o rancho as- sombrado? Hee:hee...boa sor-te. Sou Eve: muito prazer
Aqui está: Isso é de mim."
B7,DATA16_B7B508,B7B508,0x1BB508,54,54,True,The best thing to recover   from fatigue is to relax.,A melhor coisa para recupe- rar da fadiga é relaxar.
B7,DATA16_B7B574,B7B574,0x1BB574,34,34,True,Welcome.Make yourself at    home.,Bem vindo. Sinta-se em casa.
B7,DATA16_B7B5B8,B7B5B8,0x1BB5B8,99,99,True,"That's Eve:the drawing card of this bar. Isn't she      pretty?
That's because she is my    niece.","Aquela é Eve: é o cartão    postal do bar. Ela não é    linda?
É porque ela é minha sobri- nha."
B7,DATA16_B7B67E,B7B67E,0x1BB67E,21,21,True,No...I'm still fine.,Não... Eu estou bem.
B7,DATA16_B7B6A8,B7B6A8,0x1BB6A8,44,44,True,Good evening. I'm a fan of  Eve's:you know.,Boa tarde. Você sabe: sou umfã da Eve.
B7,DATA16_B7B700,B7B700,0x1BB700,124,124,True,"Eve works at night so I     suppose she kinda misses    people her age.
Mr.<CTRL_FFFD>ek:right? Will you comehere as much as you can?","Eve trabalha a noite: então acho que lhe falte gente da sua idade.
Sr.<CTRL_FFFD>ek:certo? Você virá    aqui o quanto puder?"
B7,DATA16_B7B7F8,B7B7F8,0x1BB7F8,159,159,True,"Eve lost her parents and hergrandfather who is a hunter brought her up.
Her grandfather locks       himself in the mountain and hardly comes down to the
town.","Eve perdeu seus pais e seu  avô que é um caçador a      trouxe.
Seu avô se fecha nas monta- nhas e dificilmente vem aquiem baixo até a nossa ci-
dade."
B7,DATA16_B7B936,B7B936,0x1BB936,74,74,True,She may miss him too...but  she's always cheerful.      Such a nice girl.,Ela deve sentir falta dele  também: mas ela é sempre a- legre. Ótima moça
B7,DATA16_B7B9CA,B7B9CA,0x1BB9CA,12,12,True,"Koro, Wait,","Koro, Pera,"
B7,DATA16_B7B9E2,B7B9E2,0x1BB9E2,248,248,True,"Puff-puff...Don't run       suddenly.Oh:you.You are the Mr. Rancher
everybody's talking about.  Well:excuse me:..will you   please keep this dog
for me? My house is a       grocery store so my mom     doesn't allow me to keep
this dog...so:please,","Puff-puff...Não corra de re-pente. Oh: você. Você é o SrRancheiro
de quem todo mundo fala.Bem:perdoe-me: você pode cuidar desse cão pra mim?
Minha casa é uma loja de    mantimentos então mamãe não deixa manter o cão lá...
Então por favor,"
B7,DATA16_B7BBD2,B7BBD2,0x1BBBD2,95,95,True,"Thank you very much, You    have a new house:<CTRL_FFFD>el       You've got to be a
good boy. Take care.","Agradeço muito, Você tem umanova casa:<CTRL_FFFD>el              Você deve ser um
bom garoto.Cuide-se."
B7,DATA16_B7BC90,B7BC90,0x1BBC90,100,100,True,"Hey:you are a newcomer      here. Really:a rancher?     That's something.
For a young boy like you.","Ei: você é um novato aqui.  É mesmo: um rancheiro? Já é alguma coisa:
para um garoto como você."
B7,DATA16_B7BD58,B7BD58,0x1BBD58,76,76,True,We are carpenters. Please   come to us when you want to enlarge your house.,Somos carpinteiros. Por fa- vor venha à nós se quiser   aumentar sua casa.
B7,DATA16_B7BDF0,B7BDF0,0x1BBDF0,132,132,True,"For the extension of your   house:please call us when   you have enough wood
for it. See: there's a sign by the house.Check it out.","Para a aumentar sua casa:   nos chame quando tiver      madeira suficiente
para ela. Tem uma placa na  casa. Dê uma olhada."
B7,DATA16_B7BEF8,B7BEF8,0x1BBEF8,132,132,True,"Now it's an extension       campaign. If you can enlargeyour house by the end of
summer: you will get a      special gift for free.","Agora é uma campanha de  ex-tensão. Se você puder aumen-tar sua casa no fim do
verão: você vai ganhar um   brinde especial."
B7,DATA16_B7C000,B7C000,0x1BC000,166,166,True,"I'm an angler. I live in    perfect freedom.            You' better forget your
work and spend some quiet   time: once in a while:      enjoying things like
fishing.","Sou um pescador. Vivo em    perfeita liberdade.         Melhor esquecer seu
trabalho e passar um tempo: de vez em quando: aprovei-  tando coisas como a
pescaria"
B7,DATA16_B7C14C,B7C14C,0x1BC14C,47,47,True,I'll prepare a fishing rod  for you next time.,Da próxima vez te preparareiuma vara de pesca.
B7,DATA16_B7C1AA,B7C1AA,0x1BC1AA,40,40,True,Hi:what's up?. How's your   work going?,Oi: como vai?. Como vai seu trabalho?
B7,DATA16_B7C1FA,B7C1FA,0x1BC1FA,66,66,True,You can gather materials by chopping logs in the        mountain.,Você pode pegar material    cortando as toras na        montanha.
B7,DATA16_B7C27E,B7C27E,0x1BC27E,76,76,True,You can also use materials  for the fence so you should always gather them.,Você pode usar materiais    para a cerca: então deve    sempre pegar lenha.
B7,DATA16_B7C316,B7C316,0x1BC316,68,68,True,"Do you want to enlarge your house?
 Yes                         No<CHOICE_OR_WAIT>c","Você quer aumentar sua casa?
 <$0060><$0061>                          <$0062><$0063><CHOICE_OR_WAIT>c"
B7,DATA16_B7C39E,B7C39E,0x1BC39E,38,38,True,OK.I'll be at the ranch     tomorrow.,OK.Estarei no rancho        amanhã.
B7,DATA16_B7C3EA,B7C3EA,0x1BC3EA,43,43,True,Let me know whenever you    want to do it.,Me avise assim que vice qui-ser faze-lo.
B7,DATA16_B7C440,B7C440,0x1BC440,80,80,True,"How do you like living in   the ""Super Deluxe Great Log House""? Isn't it great?","O que você acha de viver na ""Super Casa De Madeira De   Luxo? Não é o máximo?"
B7,DATA16_B7C4E0,B7C4E0,0x1BC4E0,120,120,True,"It costs <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge   your house. Take it?
 Yes                         No                           Money <CTRL_FFFC>hi<CTRL_B2>G<CHOICE_OR_WAIT>c","Custa <$00B7><CTRL_B2><CTRL_B2><CTRL_B2>G para aumentar   sua casa. Aceita?
 <$0060><$0061>                          <$0062><$0063>                           Grana <CTRL_FFFC>hi<CTRL_B2>G<CHOICE_OR_WAIT>c"
B7,DATA16_B7C5D0,B7C5D0,0x1BC5D0,38,38,True,Alright.We'll start off     tomorrow.,Certo: começaremos amanhã.
B7,DATA16_B7C61C,B7C61C,0x1BC61C,34,34,True,Oh...OK.Call me again any   time.,Oh...OK.Me chame a qualquer hora.
B7,DATA16_B7C660,B7C660,0x1BC660,279,279,True,"Oh my God, There's not      enough materials. Hey:listento me very carefully,
We don't want to do         half-finished work,         We can't start without
enough materials.           You'll see what you need on that sign there so getting
them is the first thing     to do.Bye.","Oh meu Deus, Não há materi- ais suficientes. Ei: me     escute atentamente,
Não queremos fazer trabalhospela metade, Não poderemos  começar sem materiais
suficientes. Você verá o queprecisa naquela placa ali:  então pega-los é a
primeira coisa a fazer.     Tchau."
B7,DATA16_B7C88E,B7C88E,0x1BC88E,98,98,True,"Chop stumps with an axe to  make them materials.It      takes you about <$00B8> hits
to chop them down.","Corte troncos com um machadopara conseguir materiais.   Precisa de uns <$00B8> gol-
pes para cortá-los"
B7,DATA16_B7C952,B7C952,0x1BC952,29,29,True,Hee-hee:look forward to it.,Heehee:dê uma olhada depois.
B7,DATA16_B7C98C,B7C98C,0x1BC98C,48,48,True,"I'll build a terrific one,  Look forward to it.","Vou fazer uma incrível, Dê  uma olhada depois."
B7,DATA16_B7C9EC,B7C9EC,0x1BC9EC,120,120,True,"It costs <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G to enlarge  your house. Take it?
 Yes                         No                           Money <CTRL_FFFC>hj<CTRL_B2>G<CHOICE_OR_WAIT>c","Custa <CTRL_B3><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G para aumentar asua casa. Aceita?
 <$0060><$0061>                          <$0062><$0063>                           Grana <CTRL_FFFC>hj<CTRL_B2>G<CHOICE_OR_WAIT>c"
B7,DATA16_B7CADC,B7CADC,0x1BCADC,38,38,True,Oh no:just do what you have to do.OK?,Oh não: só faça o que deve  fazer.OK?
B7,DATA16_B7CB28,B7CB28,0x1BCB28,68,68,True,"Look:isn't it an excellent  house? It's called ""Super   Log House.""","Veja: não é uma excelente   casa? Chama-se ""Super Casa  de Madeira"""
B7,DATA16_B7CBB0,B7CBB0,0x1BCBB0,37,37,True,What's happened to Eve      tonight?,O que aconteceu com Eve essanoite?
B7,DATA16_B7CBFA,B7CBFA,0x1BCBFA,86,86,True,"Nina's mother collapsed fromfever. I can't sell tools   while Dad is out
nursing her.","A mãe de Nina adoeceu de    febre. Não posso vender nadapois papai está
tratando ela"
B7,DATA16_B7CCA6,B7CCA6,0x1BCCA6,110,110,True,"It's finished, Look at this the ""Super Deluxe Great Log House"",,
Even if I do fall in love   with it.See you.","Terminado, Veja essa ""Super Casa de Madeira de Luxo"",,
Mesmo que eu me apaixone porela. Até mais."
B7,DATA16_B7CD82,B7CD82,0x1BCD82,125,125,True,"Say:I've heard of a rare    seed.It grows to be a tall  bean tree that reaches
all the way to the sky.     I want to see it.","Diga: eu ouvi sobre uma se- mente rara. Ela se torna umaalta árvore de feijão
que alcança o céu. Eu quero vê-la."
B7,DATA16_B7CE7C,B7CE7C,0x1BCE7C,115,115,True,"Hi,I was scared by the      earthquake  this morning.   Come up to the mountain
after checking out the      ranch.","Oi, Eu me assustei com o    terremoto esta manhã. Venha para a montanha depois
de cuidar do rancho."
B7,DATA16_B7CF62,B7CF62,0x1BCF62,25,25,True,.....Do you like...Nina?,...Você gosta da...Nina?
B7,DATA16_B7CF94,B7CF94,0x1BCF94,112,112,True,"Today is the last day of    this year. It seems long    enough but at the same
time:it flies by quickly    too.","Hoje é o último dia desse   ano. Parece longo o bastantemas ao mesmo tempo
também passa depressa."
B7,DATA16_B7D074,B7D074,0x1BD074,85,85,True,Scheduled date has already  passed now.  I have to let  them in the shed right away.,A data programada já passou. Eu tenho que deixa-las no  galpão imediatamente.
B7,DATA16_B7D11E,B7D11E,0x1BD11E,89,89,True,"Hey:the long winter is      finally over. Animals looks so happy when springs
comes too.","Ei: o longo inverno final-  mente acabou. Animais tambémficam felizes com a
primavera."
B7,DATA16_B7D1D0,B7D1D0,0x1BD1D0,37,37,True,...yeah:I'm OK.I just felt  dizzy...,...é: estou bem. Foi só tontura...
B7,DATA16_B7D21A,B7D21A,0x1BD21A,227,227,True,"I'm a wandering hawker.     Today:I have very rare      berries.
Take one bite:and you'll be full of vitality.This is a  special offer:
I can exchange some for a   chicken over there.
 Exchange                    Not exchange<CHOICE_OR_WAIT>c","Eu sou um camelô. Hoje eu   tenho bagas muito raras.    Dê uma
mordida e você ficará cheio de vitalidade. É uma oferta especial.
Eu posso trocar por uma     galinha.
 Trocar                      Não trocar  <CHOICE_OR_WAIT>c"
B7,DATA16_B7D3E0,B7D3E0,0x1BD3E0,237,237,True,"I'm a wandering hawker.     Today:I have a very rare    bean seed.
You'll see the wonder when  you plant it in the soil.   I can exchange it with one
of your cows.               It's a bargain.
 Exchange                    Not exchange<CHOICE_OR_WAIT>c","Eu sou um camelô. Hoje: eu  tenho uma semente muito rarade feijão.
Você verá a maravilha quandoplantar isso no solo. Eu    posso trocá-la por uma de
suas vacas. É uma pechincha.
 Trocar                      Não trocar  <CHOICE_OR_WAIT>c"
B7,DATA16_B7D5BA,B7D5BA,0x1BD5BA,65,65,True,Well then:this cow is now   mine. The hawker is glad.   See you.,Bem:essa vaca é minha agora.O camelô está feliz. Até    mais.
B7,DATA16_B7D63C,B7D63C,0x1BD63C,151,151,True,"OK:this cow is mine now.    I've put the seed in you    shed.
Plant it on the top of the  mountain. Something good    will definitely happen.
See you.","OK:essa vaca é minha. Levei a semente ao seu galpão.
Plante no alto da montanha. Algo bom definitivamente vaiacontecer.
Até mais"
B7,DATA16_B7D76A,B7D76A,0x1BD76A,102,102,True,"You are a hardhearted       customer.I'm a wandering    hawker.
This hawker is very sad.    Good-bye.","Você é um freguês frio. Eu  sou um camelô. O camelô estámuito
triste. Adeus."
B7,DATA16_B7D836,B7D836,0x1BD836,249,249,True,"I'm a peddler of the wind.  This is the seed of a tree  that grows money.
Plant it in the ground:     you'll be surprised.Mister: you're buying something
good. It's only <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G.
 Buy it                      Not buy it                   Money <CTRL_FFFC>hk<CTRL_B2>G<CHOICE_OR_WAIT>c","Sou um camelô do vento. Essaé a semente de uma árvore   que dá dinheiro.
Plante no chão: você vai se surpreender: Senhor: você   está comprando algo bom
Custa apenas <CTRL_B4><CTRL_B2><CTRL_B2><CTRL_B2><CTRL_B2>G.
 Comprar                     Não comprar                  Grana <CTRL_FFFC>hk<CTRL_B2>G<CHOICE_OR_WAIT>c"
B7,DATA16_B7DA28,B7DA28,0x1BDA28,63,63,True,Now:I've planted it.        Mister:look forward to      today.,Agora eu já plantei. Senhor:dê uma olhada nisso depois.
B7,DATA16_B7DAA6,B7DAA6,0x1BDAA6,83,83,True,Are you sure? I guarantee   that you will regret this   for the rest of your life.,Tem certeza? Eu garanto que você vai se arrepender dissopara o resto da sua vida.
B7,DATA16_B7DB4C,B7DB4C,0x1BDB4C,47,47,True,Hey: it's tough when the    weather is gloomy.,Ei: é difícil quando o tempoestá fechado.
B7,DATA16_B7DBAA,B7DBAA,0x1BDBAA,16,16,True,I'm busy: busy.,"Estou ocupado,"
