group,entry,target,cmd_index,cmd_addr,cmd_name,text_id,text_label,text_category,inferred_role,semantic_bucket,group_confidence_before_pass78,text_preview
$03,1,$B3BD2D,155,$B3BFD6,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$03,1,$B3BD2D,158,$B3BFE3,StartTextBox,03B5,Text_3B5_Dialog_GladGivingMeNeatPresent,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,So glad. Are you giving me this neat present? Thank you.
$03,1,$B3BD2D,161,$B3BFF0,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$03,1,$B3BD2D,164,$B3BFFD,StartTextBox,01DA,Text_1DA_Dialog_LikeSmellMuch,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I don't like this smell so much.
$03,1,$B3BD2D,167,$B3C00A,StartTextBoxCopy,008E,Text_08E_Church_HaveComeListenPriestC,Church,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,Oh:you have come to listen to the priest. Yes No<CHOICE_OR_WAIT>c
$03,1,$B3BD2D,171,$B3C019,StartTextBox,008F,Text_08F_Dialog_Devout,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You are devout.
$03,1,$B3BD2D,174,$B3C026,StartTextBox,0090,Text_090_Animal_ThenPray,Animal,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,No? then:why are you here? Oh:to pray?
$03,1,$B3BD2D,177,$B3C033,StartTextBox,0088,Text_088_Church_WhetherGodExistsMoreBelief,Church,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,"It's not whether God exists or not:it's more a ""belief"" that counts:I think."
$03,1,$B3BD2D,187,$B3C060,StartTextBox,043E,Text_43E_Weather_SoundsGoodButNowiSunny,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,What? It sounds good but nowI can't... On sunny Saturdays: I'll be waiting for you in front of…
$03,1,$B3BD2D,189,$B3C067,StartTextBox,0176,Text_176_Dialog_YoureKidding,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You're kidding...
$03,2,$B3C1E4,19,$B3C23F,StartTextBox,01C9,Text_1C9_Dialog_GivingWrongPerson,Dialog,child_family_event,family_romance_dialogue_matrix,high,Hey: you are giving it to a wrong person.
$03,2,$B3C1E4,22,$B3C24E,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$03,2,$B3C1E4,24,$B3C255,StartTextBox,0049,Text_049_Dialog_Entry,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,....
$03,2,$B3C1E4,27,$B3C264,StartTextBox,007D,Text_07D_Mountain_SomeMushroomsPoisonousCareful,Sign,child_family_event,family_romance_dialogue_matrix,high,Some mushrooms are poisonous:so be careful.
$04,0,$B3C527,14,$B3C561,StartTextBox,01C9,Text_1C9_Dialog_GivingWrongPerson,Dialog,child_family_event,family_romance_dialogue_matrix,high,Hey: you are giving it to a wrong person.
$04,0,$B3C527,17,$B3C570,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,0,$B3C527,19,$B3C577,StartTextBox,03B8,Text_3B8_Dialog_Want,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I don't want it.
$04,0,$B3C527,23,$B3C58C,StartTextBox,0039,Text_039_Weather_PeopleTownTalkDifferentlyAccording,Weather,child_family_event;weather_context,family_romance_dialogue_matrix,high,People in town talk differently according to theweather: day: and season.
$04,0,$B3C527,25,$B3C593,StartTextBox,03BE,Text_3BE_Weather_GettingColderWhenitRainsWinter,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Hi. It's getting colder whenit rains. In winter:grass will freeze so you'd better weed them now.
$04,0,$B3C527,27,$B3C59A,StartTextBox,01CD,Text_1CD_Romance_MariaDadWasWrongCome,Romance,npc_maria_romance_or_family,family_romance_dialogue_matrix,high,"Oh:Maria, Your dad was wrong.Please:please come back to me,"
$04,0,$B3C527,33,$B3C5B4,StartTextBox,01C6,Text_1C6_Romance_SillyMarried,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,Don't be silly:I'm married.
$04,0,$B3C527,36,$B3C5C3,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,0,$B3C527,38,$B3C5CA,StartTextBox,03B9,Text_3B9_Dialog_Trouble,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I could be in trouble.
$04,0,$B3C527,44,$B3C5EB,StartTextBox,003E,Text_03E_Sign_HaveHeardWaterImpSomeone,Sign,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,Have you heard of the water imp? Someone has seen it in the pond of the mountain.
$04,0,$B3C527,46,$B3C5F2,StartTextBox,003F,Text_03F_Dialog_ThinkBadThingsIfDiscovered,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Don't think it's OK to do bad things if it's not discovered. No one is perfect. We all make mis…
$04,0,$B3C527,48,$B3C5F9,StartTextBox,01CE,Text_1CE_Romance_UsuallyQuietGirlButReason,Romance,child_family_event,family_romance_dialogue_matrix,high,She is usually a quiet girl but...reason? ho-ho-ho: it's her father's fault.I'm sorry to troubl…
$04,0,$B3C527,55,$B3C61D,StartTextBox,043D,Text_43D_Weather_ThankButAnsweryouRightNow,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Thank you but I can't answeryou right now. If it's sunny:I'll be waiting for you at the church…
$04,0,$B3C527,57,$B3C624,StartTextBox,0174,Text_174_Dialog_HaventThoughtAboutitYet,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Well:I haven't thought aboutit yet...
$04,0,$B3C527,66,$B3C65F,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,0,$B3C527,68,$B3C666,StartTextBox,03B0,Text_3B0_Dialog_ThThank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,......Th-thank you.
$04,0,$B3C527,71,$B3C673,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$04,0,$B3C527,74,$B3C680,StartTextBox,03B5,Text_3B5_Dialog_GladGivingMeNeatPresent,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,So glad. Are you giving me this neat present? Thank you.
$04,0,$B3C527,77,$B3C68D,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$04,0,$B3C527,80,$B3C69A,StartTextBox,01D9,Text_1D9_Dialog_Rude,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"How rude,"
$04,0,$B3C527,83,$B3C6A7,StartTextBox,0091,Text_091_Weather_WelcomeRainHaveaLotRain,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,It's a welcome rain. We havea lot of rain here in spring.
$04,1,$B3C6AE,8,$B3C6CC,StartTextBox,01E0,Text_1E0_Animal_TraditionAreaCalledBlueFeather,Animal,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,"That's a tradition in this area called ""Blue feather ofhappiness."" Use it when you make a marri…"
$04,1,$B3C6AE,11,$B3C6DB,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,1,$B3C6AE,13,$B3C6E2,StartTextBox,03B0,Text_3B0_Dialog_ThThank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,......Th-thank you.
$04,1,$B3C6AE,16,$B3C6F0,StartTextBox,005B,Text_05B_Weather_KnowConsumeYourstaminaRainyDay,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,I know it won't consume yourstamina on a rainy day but you should be off. Really.
$04,1,$B3C6AE,18,$B3C6F7,StartTextBox,01CF,Text_1CF_Romance_SeemsMariaFatherArguedOver,Romance,npc_maria_romance_or_family,family_romance_dialogue_matrix,high,It seems Maria and her father argued over you.
$04,2,$B3C6FE,13,$B3C734,StartTextBox,01C6,Text_1C6_Romance_SillyMarried,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,Don't be silly:I'm married.
$04,2,$B3C6FE,16,$B3C743,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,2,$B3C6FE,18,$B3C74A,StartTextBox,03B9,Text_3B9_Dialog_Trouble,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I could be in trouble.
$04,2,$B3C6FE,20,$B3C751,StartTextBox,004B,Text_04B_Weather_KindDarkRainyDaysFeels,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,It's kind of dark on rainy days....feels slightly lonely:doesn't it? But the rain is good when…
$04,2,$B3C6FE,28,$B3C778,StartTextBox,043F,Text_43F_Weather_UummmAnswerNowIfSunny,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,........Uummm:well:I can't answer now. If it's sunny...will you come to the mountain on Sunday?…
$04,2,$B3C6FE,30,$B3C77F,StartTextBox,0178,Text_178_Dialog_AfraidTooEarly,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I'm afraid it's too early...
$04,2,$B3C6FE,40,$B3C7C1,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,2,$B3C6FE,42,$B3C7C8,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$04,2,$B3C6FE,45,$B3C7D5,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$04,2,$B3C6FE,48,$B3C7E2,StartTextBox,03B1,Text_3B1_Dialog_PickUpHerbsWithoutThinking,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Don't pick up herbs without thinking what they are for.
$04,2,$B3C6FE,51,$B3C7EF,StartTextBox,01D9,Text_1D9_Dialog_Rude,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"How rude,"
$04,2,$B3C6FE,54,$B3C7FC,StartTextBox,0143,Text_143_Romance_LikeNina,Romance,npc_nina_romance_or_family,family_romance_dialogue_matrix,high,.....Do you like...Nina?
$04,2,$B3C6FE,57,$B3C809,StartTextBox,00C0,Text_0C0_Weather_KindLikeRainyDaysLeaves,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,I kind of like rainy days. Leaves look happy when it rains.
$04,3,$B3C810,12,$B3C83F,StartTextBox,01CA,Text_1CA_Romance_HaveGiveGirlLoveGirl,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,You have to give it to the girl you love: OK? To the girl you want to marry.
$04,3,$B3C810,15,$B3C84E,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,3,$B3C810,17,$B3C855,StartTextBox,0049,Text_049_Dialog_Entry,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,....
$04,3,$B3C810,20,$B3C863,StartTextBox,0079,Text_079_Weather_FencesEasyBreakAfterRain,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Fences are easy to break after rain and snow. Please make new fences afterknocking the broken f…
$04,3,$B3C810,22,$B3C86A,StartTextBox,01DC,Text_1DC_Weather_MadeWeatherCockFormyWife,Weather,npc_ann_romance_or_family;weather_context;wife_family_event,family_romance_dialogue_matrix,high,I made that weather-cock formy wife.so it's just like a memento for Ann. She's usually cheerful…
$04,3,$B3C810,31,$B3C898,StartTextBox,043E,Text_43E_Weather_SoundsGoodButNowiSunny,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,What? It sounds good but nowI can't... On sunny Saturdays: I'll be waiting for you in front of…
$04,3,$B3C810,33,$B3C89F,StartTextBox,0176,Text_176_Dialog_YoureKidding,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You're kidding...
$04,3,$B3C810,42,$B3C8DA,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,3,$B3C810,44,$B3C8E1,StartTextBox,03B4,Text_3B4_Dialog_PlayingNastyTrickMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Are you playing a nasty trick on me?
$04,3,$B3C810,47,$B3C8EE,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$04,3,$B3C810,50,$B3C8FB,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$04,3,$B3C810,53,$B3C908,StartTextBox,03B4,Text_3B4_Dialog_PlayingNastyTrickMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Are you playing a nasty trick on me?
$04,3,$B3C810,57,$B3C91C,StartTextBox,00A9,Text_0A9_Weather_HateRainFeelsDepressingLike,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,I hate rain.It feels depressing.I like when it pours.
$04,3,$B3C810,59,$B3C923,StartTextBox,01DE,Text_1DE_Dialog_FindAha,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,You can't find it...aha...
$04,4,$B3C92A,20,$B3C980,StartTextBox,01C7,Text_1C7_Dialog_WhoPlayingJokeYoungMan,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Who are you playing a joke on:young man?
$04,4,$B3C92A,23,$B3C98F,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,4,$B3C92A,25,$B3C996,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$04,4,$B3C92A,28,$B3C9A4,StartTextBox,0050,Text_050_Animal_EatSomethingTiredCakesBest,Animal,family_romance_gift_context,family_romance_dialogue_matrix,high,Eat something when you are tired. Our cakes are the best to get more energy.
$04,4,$B3C92A,30,$B3C9AB,StartTextBox,01ED,Text_1ED_Romance_EllensBirdFlewAwayPretty,Romance,npc_ellen_romance_or_family,family_romance_dialogue_matrix,high,Ellen's bird flew away so she is pretty depressed.
$04,4,$B3C92A,35,$B3C9C2,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$04,4,$B3C92A,37,$B3C9C9,StartTextBox,0054,Text_054_Weather_StartedRainingNowGeeWas,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Oh no:it started raining now...gee: I was going to work. Well:I can do nothing but stay home to…
$04,4,$B3C92A,38,$B3C9CD,StartTextBox,0055,Text_055_Weather_SayingMatterIfRainsWork,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,"What are you saying? It doesn't matter if It rains to do our work here,"
$04,4,$B3C92A,45,$B3C9F1,StartTextBox,0440,Text_440_Weather_AhSorryButAnswerYouright,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Ah:........well:I.... sorry but I can't answer youright now.... I'm visiting the livestock deal…
$04,4,$B3C92A,47,$B3C9F8,StartTextBox,017A,Text_17A_Dialog_AllTooSuddenKnow,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,It's all too sudden so I don't know what to do...
$04,4,$B3C92A,57,$B3CA3B,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,4,$B3C92A,59,$B3CA42,StartTextBox,03B0,Text_3B0_Dialog_ThThank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,......Th-thank you.
$04,4,$B3C92A,62,$B3CA4F,StartTextBox,03B2,Text_3B2_Dialog_ThankLooksDelicious,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you. It looks delicious.
$04,4,$B3C92A,65,$B3CA5C,StartTextBox,03B3,Text_3B3_Dialog_ThankNowBakeCake,Dialog,family_romance_gift_context,family_romance_dialogue_matrix,high,Thank you. Now I can bake a cake with it.
$04,4,$B3C92A,68,$B3CA69,StartTextBox,0212,Text_212_Dialog_WowThanksLotMmmmSmells,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Wow:thanks a lot. Mmmm:it smells so good.
$04,4,$B3C92A,71,$B3CA76,StartTextBox,01DA,Text_1DA_Dialog_LikeSmellMuch,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I don't like this smell so much.
$04,4,$B3C92A,75,$B3CA8A,StartTextBox,00D5,Text_0D5_Dialog_TooSoakedMightCatchCold,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Oh no: you are too soaked. You might catch a cold unless you dry yourself soon.
$04,4,$B3C92A,77,$B3CA91,StartTextBox,01EE,Text_1EE_Dialog_Aha,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Aha...
$04,5,$B3CA98,8,$B3CAB9,StartTextBox,01CA,Text_1CA_Romance_HaveGiveGirlLoveGirl,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,You have to give it to the girl you love: OK? To the girl you want to marry.
$04,5,$B3CA98,12,$B3CACC,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,5,$B3CA98,14,$B3CAD3,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$04,5,$B3CA98,20,$B3CAF6,StartTextBox,0062,Text_062_Romance_TheresUsefulBookOverAbout,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,There's a useful book over there: about girls:I wrote it.Better read it.
$04,5,$B3CA98,22,$B3CAFD,StartTextBox,01D1,Text_1D1_Mountain_MariaGoWenttoExactlyNortheast,Sign,npc_maria_romance_or_family,family_romance_dialogue_matrix,high,Where did Maria go? She wentto...exactly northeast. You see a pond there.
$04,5,$B3CA98,25,$B3CB08,StartTextBox,01DD,Text_1DD_Weather_DirectionWhichWeatherCockWent,Weather,weather_context,family_romance_dialogue_matrix,high,The Direction in which the weather-cock went to? Somewhere you can keep away from the rain.And…
$04,5,$B3CA98,28,$B3CB13,StartTextBox,01E6,Text_1E6_Romance_MmmmGirlFellDownDark,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,Mmmm:a girl fell down in a dark: small place. Go get her right away before it's too late.
$04,5,$B3CA98,31,$B3CB1E,StartTextBox,01EF,Text_1EF_Sign_WhichDirectionBluebirdGoThink,Sign,event_dialogue_unknown_specific_owner,family_romance_dialogue_matrix,high,Which direction did the bluebird go? Well:I think I saw it flying up towards the mountain.
$04,5,$B3CA98,38,$B3CB3C,StartTextBox,01CB,Text_1CB_Dialog_WowBlueFeatherShowMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"Wow:the blue feather, Show it to me."
$04,5,$B3CA98,41,$B3CB4B,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,5,$B3CA98,43,$B3CB52,StartTextBox,03BA,Text_3BA_Dialog_WhatIsThis,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What is this?
$04,5,$B3CA98,45,$B3CB59,StartTextBox,0068,Text_068_Romance_YoudBetterReadBookWritten,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,You'd better read the book written by Mrs. Fortune-teller many times. It's pretty hard to captu…
$04,6,$B3CB60,7,$B3CB7D,StartTextBox,01C9,Text_1C9_Dialog_GivingWrongPerson,Dialog,child_family_event,family_romance_dialogue_matrix,high,Hey: you are giving it to a wrong person.
$04,6,$B3CB60,11,$B3CB90,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$04,6,$B3CB60,13,$B3CB97,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$04,6,$B3CB60,15,$B3CB9E,StartTextBox,005E,Text_05E_Weather_YoungBoyPutLivestockInside,Weather,weather_context,family_romance_dialogue_matrix,high,"Hey:young boy, Put your livestock inside the pen before the weather gets worse,"
$04,7,$B3CBA5,9,$B3CBC7,StartTextBox,01C8,Text_1C8_Dialog_Come,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"That's it, Come on,"
$04,7,$B3CBA5,12,$B3CBD6,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$04,7,$B3CBA5,14,$B3CBDD,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$04,7,$B3CBA5,16,$B3CBE4,StartTextBox,0150,Text_150_Weather_ToughWeatherGloomy,Weather,weather_context,family_romance_dialogue_matrix,high,Hey: it's tough when the weather is gloomy.
$05,0,$B3CC91,22,$B3CCEE,StartTextBox,01C9,Text_1C9_Dialog_GivingWrongPerson,Dialog,child_family_event,family_romance_dialogue_matrix,high,Hey: you are giving it to a wrong person.
$05,0,$B3CC91,25,$B3CCFD,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$05,0,$B3CC91,27,$B3CD04,StartTextBox,03BB,Text_3BB_Dialog_TakeKindofStuff,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? I can't take this kindof stuff.
$05,0,$B3CC91,36,$B3CD2D,StartTextBox,0069,Text_069_Dialog_YeahWelcomeMakeYourselfatHome,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Yeah: welcome. Make yourselfat home.
$05,0,$B3CC91,39,$B3CD38,StartTextBox,03DD,Text_3DD_Romance_CustomersDifferentMonthlySomePeople,Romance,romance_or_marriage_dialogue,family_romance_dialogue_matrix,high,Our customers are different monthly. Some people have never been here.
$05,0,$B3CC91,42,$B3CD43,StartTextBox,03DE,Text_3DE_Romance_HowsEveDoingBusinessHas,Romance,npc_eve_romance_or_family,family_romance_dialogue_matrix,high,Hi:how's Eve doing? Business has been down sincewe lost our drawing card.
$05,0,$B3CC91,46,$B3CD55,StartTextBox,0069,Text_069_Dialog_YeahWelcomeMakeYourselfatHome,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Yeah: welcome. Make yourselfat home.
$05,0,$B3CC91,49,$B3CD60,StartTextBox,03F6,Text_3F6_Dialog_WasGoodYearTryBest,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"Hello, Was it a good year for you? Try our best next year too."
$05,0,$B3CC91,53,$B3CD71,StartTextBox,01FB,Text_1FB_Sign_WhoEveSayGrandfatherWas,Manual,npc_eve_romance_or_family,family_romance_dialogue_matrix,high,Who? Eve? They say your grandfather was in trouble in the mountain so they are still over there.
$05,0,$B3CC91,59,$B3CD8C,StartTextBox,03BC,Text_3BC_Dialog_GiveMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,What? Do you give it to me?
$05,0,$B3CC91,62,$B3CD9A,StartTextBox,0056,Text_056_Dialog_UlpSooooGreatShesOut,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"ulp...soooo...great, She's out.I can relax as much as I want:yeah."
$05,0,$B3CC91,65,$B3CDA8,StartTextBox,0056,Text_056_Dialog_UlpSooooGreatShesOut,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,"ulp...soooo...great, She's out.I can relax as much as I want:yeah."
$05,0,$B3CC91,67,$B3CDAF,StartTextBox,03FD,Text_3FD_Weather_LastJuiceDrinkSeeingSnow,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,This is the last juice to drink seeing snow this year.Well:we can drink juice again seeing flow…
$05,0,$B3CC91,75,$B3CDDC,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$05,0,$B3CC91,78,$B3CDE7,StartTextBox,03B8,Text_3B8_Dialog_Want,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I don't want it.
$05,0,$B3CC91,86,$B3CE15,StartTextBox,0077,Text_077_Romance_KnowMoneyImportantButMost,Romance,money_context,family_romance_dialogue_matrix,high,"I know money is important but the most important thingis love:you know: LOVE, Don't you think s…"
$05,0,$B3CC91,89,$B3CE20,StartTextBox,03E2,Text_3E2_Dialog_MarriageWonderfulBravelyAskMarry,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Yes:marriage is wonderful. Should I bravely ask her to marry me?
$06,0,$B3D467,15,$B3D4AD,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$06,0,$B3D467,17,$B3D4B4,StartTextBox,03B8,Text_3B8_Dialog_Want,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I don't want it.
$06,0,$B3D467,20,$B3D4C2,StartTextBox,0153,Text_153_Dialog_GoodLordWhatsHappeningPlace,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Good Lord: what's happening here? Hey: Is your place alright?
$06,0,$B3D467,22,$B3D4C9,StartTextBox,0400,Text_400_Dialog_AhMrEdFieldAndmeadow,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Ah:Mr.<CTRL_FFFD>eD:is your field andmeadow all right?
$06,0,$B3D467,28,$B3D4E8,StartTextBox,0200,Text_200_Dialog_Thank,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Thank you.
$06,0,$B3D467,30,$B3D4EF,StartTextBox,03B9,Text_3B9_Dialog_Trouble,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,I could be in trouble.
$06,0,$B3D467,33,$B3D4FD,StartTextBox,0154,Text_154_Weather_SayHurricaneComingTomorrow,Weather,weather_context,family_romance_dialogue_matrix,high,They say a hurricane is coming here tomorrow.
$06,0,$B3D467,35,$B3D504,StartTextBox,0401,Text_401_Dialog_ImportantHumanOvercomeDifficulties,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,It's important for a human to overcome difficulties.
$06,0,$B3D467,42,$B3D528,StartTextBox,043D,Text_43D_Weather_ThankButAnsweryouRightNow,Weather,weather_forecast_system,family_romance_dialogue_matrix,high,Thank you but I can't answeryou right now. If it's sunny:I'll be waiting for you at the church…
$06,0,$B3D467,44,$B3D52F,StartTextBox,0174,Text_174_Dialog_HaventThoughtAboutitYet,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,Well:I haven't thought aboutit yet...
$06,0,$B3D467,47,$B3D53D,StartTextBox,0155,Text_155_Dialog_WindBlowingHarderMakesMe,Dialog,npc_or_event_dialogue,family_romance_dialogue_matrix,high,The wind is blowing harder and that makes me scared.
