group,entry,target,pass94_final_script_control_branch_name,optional_refinement_lane,why_optional,prototype_key,sample_candidate
$17,6,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry006_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry006
$17,7,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry007_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry007
$17,8,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry008_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry008
$17,9,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry009_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry009
$17,10,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry010_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry010
$17,11,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry011_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry011
$17,12,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry012_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry012
$17,13,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry013_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry013
$17,14,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry014_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry014
$17,15,$B48EC5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G17_Entry015_TargetB48EC5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_E5Cluster::ScriptControlEntry,TableDrivenEventScript_E5Cluster_ScriptControlEntry_Entry015
$18,0,$B48EE5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry000_TargetB48EE5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry000
$18,1,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry001_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry001
$18,2,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry002_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry002
$18,3,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry003_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry003
$18,4,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry004_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry004
$18,5,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry005_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry005
$18,6,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry006_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry006
$18,7,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry007_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry007
$18,8,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry008_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry008
$18,9,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry009_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry009
$18,10,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry010_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry010
$18,11,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry011_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry011
$18,12,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry012_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry012
$18,13,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry013_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry013
$18,14,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry014_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry014
$18,15,$B48F95,EveFamilyRomanceDialogueBranch_ScriptControlRow_G18_Entry015_TargetB48F95,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_B5Cluster::ScriptControlEntry,TableDrivenEventScript_B5Cluster_ScriptControlEntry_Entry015
$19,0,$B48FB5,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry000_TargetB48FB5,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry000
$19,1,$B48FDE,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry001_TargetB48FDE,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry001
$19,2,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry002_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry002
$19,3,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry003_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry003
$19,4,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry004_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry004
$19,5,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry005_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry005
$19,6,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry006_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry006
$19,7,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry007_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry007
$19,8,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry008_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry008
$19,9,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry009_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry009
$19,10,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry010_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry010
$19,11,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry011_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry011
$19,12,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry012_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry012
$19,13,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry013_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry013
$19,14,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry014_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry014
$19,15,$B490D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G19_Entry015_TargetB490D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F3Cluster::ScriptControlEntry,TableDrivenEventScript_F3Cluster_ScriptControlEntry_Entry015
$1A,0,$B490F3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry000_TargetB490F3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry000
$1A,1,$B4911C,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry001_TargetB4911C,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry001
$1A,2,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry002_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry002
$1A,3,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry003_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry003
$1A,4,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry004_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry004
$1A,5,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry005_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry005
$1A,6,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry006_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry006
$1A,7,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry007_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry007
$1A,8,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry008_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry008
$1A,9,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry009_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry009
$1A,10,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry010_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry010
$1A,11,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry011_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry011
$1A,12,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry012_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry012
$1A,13,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry013_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry013
$1A,14,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry014_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry014
$1A,15,$B491B3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1A_Entry015_TargetB491B3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_D3Cluster::ScriptControlEntry,TableDrivenEventScript_D3Cluster_ScriptControlEntry_Entry015
$1B,0,$B491D3,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry000_TargetB491D3,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry000
$1B,2,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry002_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry002
$1B,3,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry003_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry003
$1B,4,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry004_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry004
$1B,5,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry005_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry005
$1B,6,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry006_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry006
$1B,7,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry007_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry007
$1B,8,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry008_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry008
$1B,9,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry009_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry009
$1B,10,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry010_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry010
$1B,11,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry011_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry011
$1B,12,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry012_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry012
$1B,13,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry013_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry013
$1B,14,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry014_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry014
$1B,15,$B492D2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1B_Entry015_TargetB492D2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_F2Cluster_B::ScriptControlEntry,TableDrivenEventScript_F2Cluster_B_ScriptControlEntry_Entry015
$1C,0,$B492F2,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1C_Entry000_TargetB492F2,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_5CCluster::ScriptControlEntry,TableDrivenEventScript_5CCluster_ScriptControlEntry_Entry000
$1C,2,$B49401,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1C_Entry002_TargetB49401,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_5CCluster::ScriptControlEntry,TableDrivenEventScript_5CCluster_ScriptControlEntry_Entry002
$1C,3,$B4943C,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1C_Entry003_TargetB4943C,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_5CCluster::ScriptControlEntry,TableDrivenEventScript_5CCluster_ScriptControlEntry_Entry003
$1C,4,$B4943C,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1C_Entry004_TargetB4943C,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_5CCluster::ScriptControlEntry,TableDrivenEventScript_5CCluster_ScriptControlEntry_Entry004
$1C,5,$B4943C,EveFamilyRomanceDialogueBranch_ScriptControlRow_G1C_Entry005_TargetB4943C,optional_exact_eve_context,EventScript entry is now named at matrix-row level; exact in-game speaker/beat requires schedule or cutscene-specific evidence.,structural::TableDrivenEventScript_5CCluster::ScriptControlEntry,TableDrivenEventScript_5CCluster_ScriptControlEntry_Entry005
