pass90_confirmation_unit_key,entries,dominant_bucket,dominant_state,dominant_owner_type,review_scope,recommended_next_action,priority,groups,sample_candidates
structural::CrossBankStatePointerRouter_A::VisualObjectSetup,4,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,cross_with_gobj_final_sprite_table,cross_with_gobj_final_sprite_table,1,$28,CrossBankStatePointerRouter_A_VisualObjectSetup_Entry000 | CrossBankStatePointerRouter_A_VisualObjectSetup_Entry001 | CrossBankStatePointerRouter_A_VisualObjectSetup_Entry002
structural::FamilyCelebrationBirthdayDialogues::StateGateRouter,4,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$45,FamilyCelebrationBirthdayDialogues_StateGateRouter_Entry001 | FamilyCelebrationBirthdayDialogues_StateGateRouter_Entry002 | FamilyCelebrationBirthdayDialogues_StateGateRouter_Entry004
structural::StateGateFlagRouter_MiscA::VisualObjectSetup,4,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,cross_with_gobj_final_sprite_table,cross_with_gobj_final_sprite_table,1,$14,StateGateFlagRouter_MiscA_VisualObjectSetup_Entry001 | StateGateFlagRouter_MiscA_VisualObjectSetup_Entry002 | StateGateFlagRouter_MiscA_VisualObjectSetup_Entry003
structural::TableDrivenCutsceneObjectScript_FA::VisualObjectSetup,4,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,cross_with_gobj_final_sprite_table,cross_with_gobj_final_sprite_table,1,$0A,TableDrivenCutsceneObjectScript_FA_VisualObjectSetup_Entry000 | TableDrivenCutsceneObjectScript_FA_VisualObjectSetup_Entry001 | TableDrivenCutsceneObjectScript_FA_VisualObjectSetup_Entry002
structural::TableDrivenEventScript_EBCluster::VisualObjectSetup,4,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,cross_with_gobj_final_sprite_table,cross_with_gobj_final_sprite_table,1,$27,TableDrivenEventScript_EBCluster_VisualObjectSetup_Entry000 | TableDrivenEventScript_EBCluster_VisualObjectSetup_Entry001 | TableDrivenEventScript_EBCluster_VisualObjectSetup_Entry002
structural::AudioCueMusicSequenceTable_A::VisualObjectSetup,2,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,cross_with_gobj_final_sprite_table,cross_with_gobj_final_sprite_table,1,$0E,AudioCueMusicSequenceTable_A_VisualObjectSetup_Entry000 | AudioCueMusicSequenceTable_A_VisualObjectSetup_Entry001
structural::B4InlineTileObjectPayloadCluster::AudioCue,2,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$3C,B4InlineTileObjectPayloadCluster_AudioCue_Entry000 | B4InlineTileObjectPayloadCluster_AudioCue_Entry001
structural::MoneyChangeInteractionCluster::AudioCue,2,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$3A,MoneyChangeInteractionCluster_AudioCue_Entry000 | MoneyChangeInteractionCluster_AudioCue_Entry001
structural::StewCookingPotDialogueAlias::ScriptControlEntry,2,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$47,StewCookingPotDialogueAlias_ScriptControlEntry_Entry030 | StewCookingPotDialogueAlias_ScriptControlEntry_Entry031
structural::TableDrivenCutsceneObjectScript_FA::TransitionFlow,2,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$0A,TableDrivenCutsceneObjectScript_FA_TransitionFlow_Entry004 | TableDrivenCutsceneObjectScript_FA_TransitionFlow_Entry005
structural::TableDrivenEventScript_EDCluster::AudioCue,2,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$3B,TableDrivenEventScript_EDCluster_AudioCue_Entry000 | TableDrivenEventScript_EDCluster_AudioCue_Entry001
structural::CutsceneObjectTransitionSetup::MotionOrVelocityUpdate,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$25,CutsceneObjectTransitionSetup_MotionOrVelocityUpdate_Entry000
structural::EventCore2TableDrivenSceneRouter::TransitionFlow,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$10,EventCore2TableDrivenSceneRouter_TransitionFlow_Entry000
structural::MountainAnglerFishingSignDialogue::MotionOrVelocityUpdate,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$0B,MountainAnglerFishingSignDialogue_MotionOrVelocityUpdate_Entry011
structural::ObjectAnimalHouseUpgradeDialogHub::ScriptControlEntry,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,object_visual_setup,cross_with_gobj_final_sprite_table,cross_with_gobj_final_sprite_table,1,$00,ObjectAnimalHouseUpgradeDialogHub_ScriptControlEntry_Entry046
structural::StewCookingPotDialogueAlias::DialogueFlow,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,resolve exact npc by nested text branch or event flag,1,$47,StewCookingPotDialogueAlias_DialogueFlow_Entry025
structural::StewCookingPotEventDialogue::VisualObjectSetup,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,cross_with_gobj_final_sprite_table,cross_with_gobj_final_sprite_table,1,$26,StewCookingPotEventDialogue_VisualObjectSetup_Entry001
structural::TableDrivenEventScript_5CCluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$1C,TableDrivenEventScript_5CCluster_AudioCue_Entry001
structural::TableDrivenEventScript_5FCluster_B::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$31,TableDrivenEventScript_5FCluster_B_AudioCue_Entry000
structural::TableDrivenEventScript_75Cluster::TransitionFlow,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$23,TableDrivenEventScript_75Cluster_TransitionFlow_Entry000
structural::TableDrivenEventScript_76Cluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$32,TableDrivenEventScript_76Cluster_AudioCue_Entry000
structural::TableDrivenEventScript_92Cluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$39,TableDrivenEventScript_92Cluster_AudioCue_Entry000
structural::TableDrivenEventScript_CFCluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$40,TableDrivenEventScript_CFCluster_AudioCue_Entry000
structural::TableDrivenEventScript_E3Cluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$2F,TableDrivenEventScript_E3Cluster_AudioCue_Entry000
structural::TableDrivenEventScript_E5Cluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$17,TableDrivenEventScript_E5Cluster_AudioCue_Entry000
structural::TableDrivenEventScript_EACluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$33,TableDrivenEventScript_EACluster_AudioCue_Entry000
structural::TableDrivenEventScript_ECCluster::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$36,TableDrivenEventScript_ECCluster_AudioCue_Entry000
structural::TableDrivenEventScript_F2Cluster_B::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$1B,TableDrivenEventScript_F2Cluster_B_AudioCue_Entry001
structural::ToolSelectedEventToolMirrorRouter_A::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$34,ToolSelectedEventToolMirrorRouter_A_AudioCue_Entry000
structural::ToolSelectedEventToolMirrorRouter_B::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$35,ToolSelectedEventToolMirrorRouter_B_AudioCue_Entry000
structural::ToolSelectedEventToolMirrorRouter_C::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$37,ToolSelectedEventToolMirrorRouter_C_AudioCue_Entry000
structural::ToolSelectedEventToolMirrorRouter_D::AudioCue,1,structural_lane_needs_exact_owner_or_scene,pending_exact_owner_scene_or_cutscene_name,family_romance_general,resolve_exact_family_romance_npc_branch,verify_eve_specific_branch_by_text_or_schedule_table,1,$41,ToolSelectedEventToolMirrorRouter_D_AudioCue_Entry000
domain::CowLivestockEvent::VisualObjectSetup,78,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$00 $2A $2B $2C $2D,CowLivestockEvent_VisualObjectSetup_Entry003 | CowLivestockEvent_VisualObjectSetup_Entry004 | CowLivestockEvent_VisualObjectSetup_Entry005
domain::ChickenPoultryEvent::PromptTextFlow,32,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$1F $38,ChickenPoultryEvent_PromptTextFlow_Entry000 | ChickenPoultryEvent_PromptTextFlow_Entry001 | ChickenPoultryEvent_PromptTextFlow_Entry002
domain::WeatherFarmWarning::ScriptControlEntry,25,domain_specific_needs_exact_scene_name,pending_exact_scene_name,farm_crop_weather,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$04 $06 $07,WeatherFarmWarning_ScriptControlEntry_Entry008 | WeatherFarmWarning_ScriptControlEntry_Entry009 | WeatherFarmWarning_ScriptControlEntry_Entry010
domain::CowLivestockEvent::ObjectParamSetup,20,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$00,CowLivestockEvent_ObjectParamSetup_Entry012 | CowLivestockEvent_ObjectParamSetup_Entry013 | CowLivestockEvent_ObjectParamSetup_Entry014
domain::GeneralLivestockEvent::VisualObjectSetup,18,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$00,GeneralLivestockEvent_VisualObjectSetup_Entry031 | GeneralLivestockEvent_VisualObjectSetup_Entry035 | GeneralLivestockEvent_VisualObjectSetup_Entry048
domain::CowLivestockEvent::PromptTextFlow,15,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$34,CowLivestockEvent_PromptTextFlow_Entry001 | CowLivestockEvent_PromptTextFlow_Entry002 | CowLivestockEvent_PromptTextFlow_Entry003
domain::ShippingStatus::MotionOrVelocityUpdate,15,domain_specific_needs_exact_scene_name,pending_exact_scene_name,shipping_or_status,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$30,ShippingStatus_MotionOrVelocityUpdate_Entry001 | ShippingStatus_MotionOrVelocityUpdate_Entry002 | ShippingStatus_MotionOrVelocityUpdate_Entry003
domain::ShippingStatus::AudioCue,13,domain_specific_needs_exact_scene_name,pending_exact_scene_name,shipping_or_status,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$30 $46,ShippingStatus_AudioCue_Entry000 | ShippingStatus_AudioCue_Entry000 | ShippingStatus_AudioCue_Entry001
domain::FestivalEvent::ScriptControlEntry,12,domain_specific_needs_exact_scene_name,pending_exact_scene_name,festival_event,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$24,FestivalEvent_ScriptControlEntry_Entry004 | FestivalEvent_ScriptControlEntry_Entry005 | FestivalEvent_ScriptControlEntry_Entry006
domain::FestivalEvent::MotionOrVelocityUpdate,11,domain_specific_needs_exact_scene_name,pending_exact_scene_name,festival_event,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$44,FestivalEvent_MotionOrVelocityUpdate_Entry005 | FestivalEvent_MotionOrVelocityUpdate_Entry006 | FestivalEvent_MotionOrVelocityUpdate_Entry007
domain::WeatherFarmWarning::FlagUpdate,8,domain_specific_needs_exact_scene_name,pending_exact_scene_name,farm_crop_weather,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$08,WeatherFarmWarning_FlagUpdate_Entry008 | WeatherFarmWarning_FlagUpdate_Entry009 | WeatherFarmWarning_FlagUpdate_Entry010
domain::FestivalEvent::FlagUpdate,5,domain_specific_needs_exact_scene_name,pending_exact_scene_name,festival_event,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$01,FestivalEvent_FlagUpdate_Entry011 | FestivalEvent_FlagUpdate_Entry012 | FestivalEvent_FlagUpdate_Entry013
domain::CowLivestockEvent::DialogueFlow,4,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$08 $0B $45,CowLivestockEvent_DialogueFlow_Entry005 | CowLivestockEvent_DialogueFlow_Entry010 | CowLivestockEvent_DialogueFlow_Entry000
domain::ChickenPoultryEvent::VisualObjectSetup,3,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$00,ChickenPoultryEvent_VisualObjectSetup_Entry000 | ChickenPoultryEvent_VisualObjectSetup_Entry001 | ChickenPoultryEvent_VisualObjectSetup_Entry002
domain::ShippingStatus::ScriptControlEntry,3,domain_specific_needs_exact_scene_name,pending_exact_scene_name,shipping_or_status,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$46,ShippingStatus_ScriptControlEntry_Entry013 | ShippingStatus_ScriptControlEntry_Entry014 | ShippingStatus_ScriptControlEntry_Entry015
domain::ChickenPoultryEvent::DialogueFlow,1,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$26,ChickenPoultryEvent_DialogueFlow_Entry000
domain::CowLivestockEvent::StateGateRouter,1,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$00,CowLivestockEvent_StateGateRouter_Entry018
domain::FestivalEvent::StateGateRouter,1,domain_specific_needs_exact_scene_name,pending_exact_scene_name,festival_event,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$01,FestivalEvent_StateGateRouter_Entry008
domain::FestivalEvent::TransitionFlow,1,domain_specific_needs_exact_scene_name,pending_exact_scene_name,festival_event,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$01,FestivalEvent_TransitionFlow_Entry000
domain::GeneralLivestockEvent::DialogueFlow,1,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$24,GeneralLivestockEvent_DialogueFlow_Entry002
domain::GeneralLivestockEvent::ObjectParamSetup,1,domain_specific_needs_exact_scene_name,pending_exact_scene_name,animal_livestock,review_against_map_npc_sprite_schedule_table,verify_against_map_npc_or_sprite_table,2,$00,GeneralLivestockEvent_ObjectParamSetup_Entry020
closed::Maria_DialogueFlow_Entry001,5,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01 $02 $03 $04 $07,Maria_DialogueFlow_Entry001 | Maria_DialogueFlow_Entry001 | Maria_DialogueFlow_Entry001
closed::AnimalLivestock_DialogueFlow_Entry002,2,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06 $08,AnimalLivestock_DialogueFlow_Entry002 | AnimalLivestock_DialogueFlow_Entry002
closed::Ann_DialogueFlow_Entry003,2,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04 $07,Ann_DialogueFlow_Entry003 | Ann_DialogueFlow_Entry003
closed::BabyChildFamily_DialogueFlow_Entry002,2,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$03 $43,BabyChildFamily_DialogueFlow_Entry002 | BabyChildFamily_DialogueFlow_Entry002
closed::BabyChildFamily_DialogueFlow_Entry003,2,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$02 $43,BabyChildFamily_DialogueFlow_Entry003 | BabyChildFamily_DialogueFlow_Entry003
closed::BabyChildFamily_DialogueFlow_Entry006,2,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04 $06,BabyChildFamily_DialogueFlow_Entry006 | BabyChildFamily_DialogueFlow_Entry006
closed::ChurchPriest_DialogueFlow_Entry000,2,confirmed_direct_anchor,closed_for_pass90,church_priest,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06 $08,ChurchPriest_DialogueFlow_Entry000 | ChurchPriest_DialogueFlow_Entry000
closed::Ellen_DialogueFlow_Entry004,2,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04 $07,Ellen_DialogueFlow_Entry004 | Ellen_DialogueFlow_Entry004
closed::Maria_DialogueFlow_Entry000,2,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04 $07,Maria_DialogueFlow_Entry000 | Maria_DialogueFlow_Entry000
closed::Maria_DialogueFlow_Entry002,2,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01 $02,Maria_DialogueFlow_Entry002 | Maria_DialogueFlow_Entry002
closed::Maria_DialogueFlow_Entry005,2,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04 $07,Maria_DialogueFlow_Entry005 | Maria_DialogueFlow_Entry005
closed::WeatherFarmWarning_DialogueFlow_Entry003,2,confirmed_direct_anchor,closed_for_pass90,weather_farm_warning,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06 $08,WeatherFarmWarning_DialogueFlow_Entry003 | WeatherFarmWarning_DialogueFlow_Entry003
closed::WeatherFarmWarning_DialogueFlow_Entry007,2,confirmed_direct_anchor,closed_for_pass90,weather_farm_warning,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$04 $07,WeatherFarmWarning_DialogueFlow_Entry007 | WeatherFarmWarning_DialogueFlow_Entry007
closed::WifeFamilyRoutine_DialogueFlow_Entry000,2,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$02 $44,WifeFamilyRoutine_DialogueFlow_Entry000 | WifeFamilyRoutine_DialogueFlow_Entry000
closed::WifeFamilyRoutine_DialogueFlow_Entry002,2,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$07 $44,WifeFamilyRoutine_DialogueFlow_Entry002 | WifeFamilyRoutine_DialogueFlow_Entry002
closed::WifeFamilyRoutine_DialogueFlow_Entry004,2,confirmed_direct_anchor,closed_for_pass90,wife_family,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$08 $44,WifeFamilyRoutine_DialogueFlow_Entry004 | WifeFamilyRoutine_DialogueFlow_Entry004
closed::AnimalLivestock_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$15,AnimalLivestock_DialogueFlow_Entry000
closed::AnimalLivestock_DialogueFlow_Entry004,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06,AnimalLivestock_DialogueFlow_Entry004
closed::AnimalLivestock_DialogueFlow_Entry006,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$08,AnimalLivestock_DialogueFlow_Entry006
closed::AnimalLivestock_DialogueFlow_Entry010,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,AnimalLivestock_DialogueFlow_Entry010
closed::AnimalLivestock_DialogueFlow_Entry095,1,confirmed_direct_anchor,closed_for_pass90,animal_livestock,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$00,AnimalLivestock_DialogueFlow_Entry095
closed::Ann_DialogueFlow_Entry004,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Ann_DialogueFlow_Entry004
closed::BabyChildFamily_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$43,BabyChildFamily_DialogueFlow_Entry000
closed::BabyChildFamily_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$43,BabyChildFamily_DialogueFlow_Entry001
closed::BabyChildFamily_DialogueFlow_Entry004,1,confirmed_direct_anchor,closed_for_pass90,family_child,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$43,BabyChildFamily_DialogueFlow_Entry004
closed::BlueFeatherMarriageProposal_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,romance_marriage_item,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$03,BlueFeatherMarriageProposal_DialogueFlow_Entry000
closed::BookcaseSignManual_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$24,BookcaseSignManual_DialogueFlow_Entry001
closed::BookcaseSignManual_DialogueFlow_Entry003,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$24,BookcaseSignManual_DialogueFlow_Entry003
closed::BookcaseSignManual_DialogueFlow_Entry007,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$08,BookcaseSignManual_DialogueFlow_Entry007
closed::BookcaseSignManual_DialogueFlow_Entry008,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$0B,BookcaseSignManual_DialogueFlow_Entry008
closed::BookcaseSignManual_DialogueFlow_Entry009,1,confirmed_direct_anchor,closed_for_pass90,sign_manual_bookshelf,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$0B,BookcaseSignManual_DialogueFlow_Entry009
closed::CarpenterHouseUpgrade_DialogueFlow_Entry009,1,confirmed_direct_anchor,closed_for_pass90,carpenter_house_upgrade,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,CarpenterHouseUpgrade_DialogueFlow_Entry009
closed::CarpenterHouseUpgrade_DialogueFlow_Entry134,1,confirmed_direct_anchor,closed_for_pass90,carpenter_house_upgrade,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$00,CarpenterHouseUpgrade_DialogueFlow_Entry134
closed::CarpenterHouseUpgrade_DialogueFlow_Entry135,1,confirmed_direct_anchor,closed_for_pass90,carpenter_house_upgrade,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$00,CarpenterHouseUpgrade_DialogueFlow_Entry135
closed::ChurchPriest_DialogueFlow_Entry001,1,confirmed_direct_anchor,closed_for_pass90,church_priest,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$06,ChurchPriest_DialogueFlow_Entry001
closed::Ellen_DialogueFlow_Entry005,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Ellen_DialogueFlow_Entry005
closed::Ellen_DialogueFlow_Entry006,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$07,Ellen_DialogueFlow_Entry006
closed::Ellen_DialogueFlow_Entry007,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Ellen_DialogueFlow_Entry007
closed::Eve_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$05,Eve_DialogueFlow_Entry000
closed::FestivalEvent_DialogueFlow_Entry000,1,confirmed_direct_anchor,closed_for_pass90,festival_event,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$24,FestivalEvent_DialogueFlow_Entry000
closed::Maria_DialogueFlow_Entry006,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$01,Maria_DialogueFlow_Entry006
closed::Maria_DialogueFlow_Entry012,1,confirmed_direct_anchor,closed_for_pass90,bachelorette_exact,no_manual_review_required_unless_renaming_style_changes,optional_review_only,4,$46,Maria_DialogueFlow_Entry012
