group,entry,target,pass87_owner_scene_or_character,pass87_owner_type,pass88_refined_owner_lane,pass88_manual_target_type,pass88_recommended_next_action,pass81_entry_alias,group_semantic_name,pass82_owner_domain,pass82_scene_role,pseudocode_preview
$0D,7,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry007_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,8,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry008_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,9,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry009_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,10,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry010_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,11,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry011_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,12,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry012_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,13,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry013_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,14,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry014_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0D,15,$B3F0E6,FamilyRomanceEvent,family_romance_general,MapTransitionDestinationRouter::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0D_Entry015_MapTransitionDestinationRouter_MapTransition,MapTransitionDestinationRouter,npc_family_romance,transition_map_flow,SetTransitionDestination(index=$F1) ; UnknownOpcode_$D4()
$0E,0,$B3F106,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry000_AudioCueMusicSequenceTableA_ObjectVisual,AudioCueMusicSequenceTable_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0E,1,$B3FDD4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry001_AudioCueMusicSequenceTableA_ObjectVisual,AudioCueMusicSequenceTable_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0E,2,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry002_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,3,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry003_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,4,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry004_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,5,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry005_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,6,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry006_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,7,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry007_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,8,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry008_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,9,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry009_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,10,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry010_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,11,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry011_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,12,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry012_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,13,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry013_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,14,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry014_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0E,15,$B3FFA4,FamilyRomanceEvent,family_romance_general,AudioCueMusicSequenceTable_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0E_Entry015_AudioCueMusicSequenceTableA_AudioCue,AudioCueMusicSequenceTable_A,npc_family_romance,audio_sfx_trigger,PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; PlayAudioOrMusic(id=$00) ; ...
$0F,0,$B48020,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry000_TableDrivenTransitionScriptD8ClusterA_ObjectVisual,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0F,1,$B48075,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry001_TableDrivenTransitionScriptD8ClusterA_ObjectVisual,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0F,2,$B4820E,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry002_TableDrivenTransitionScriptD8ClusterA_ObjectVisual,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0F,3,$B48400,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry003_TableDrivenTransitionScriptD8ClusterA_ObjectVisual,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0F,4,$B485C6,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry004_TableDrivenTransitionScriptD8ClusterA_ObjectVisual,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0F,5,$B486E8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry005_TableDrivenTransitionScriptD8ClusterA_ObjectVisual,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,visual_object_setup_or_spawn,Set60() ; ToolStopOrWait()
$0F,6,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry006_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,7,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry007_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,8,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry008_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,9,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry009_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,10,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry010_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,11,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry011_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,12,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry012_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,13,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry013_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,14,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry014_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$0F,15,$B487B8,FamilyRomanceEvent,family_romance_general,TableDrivenTransitionScript_D8Cluster_A::family_romance_matrix_lane,needs_final_npc_or_scene_name,resolve exact npc by nested text branch or event flag,EventScript_G0F_Entry015_TableDrivenTransitionScriptD8ClusterA_StructuralPayload,TableDrivenTransitionScript_D8Cluster_A,npc_family_romance,transition_map_flow,UnknownOpcode_$D8()
$10,0,$B487D8,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry000_EventCore2TableDrivenSceneRouter_Transition,EventCore2TableDrivenSceneRouter,npc_family_romance,transition_map_flow,"ChangeGameState() ; WaitOrSetCCCounter(value=$003C) ; StartNestedScriptSlot(slot=$07, target=$B487E5) ; StartNestedScriptSlot(slot=$15, target=$B487F8) ; StopOrDisableCCSlot()"
$10,1,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry001_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,2,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry002_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,3,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry003_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,4,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry004_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,5,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry005_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,6,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry006_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,7,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry007_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,8,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry008_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,9,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry009_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,10,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry010_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,11,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry011_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,12,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry012_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,13,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry013_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,14,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry014_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$10,15,$B48818,FamilyRomanceEvent,family_romance_general,EventCore2TableDrivenSceneRouter::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G10_Entry015_EventCore2TableDrivenSceneRouter_SpecialInlineData,EventCore2TableDrivenSceneRouter,npc_family_romance,script_control_or_table_entry,EventCoreUNK2() ; UnknownOpcode_$88()
$11,0,$B48838,FamilyRomanceEvent,family_romance_general,TableDrivenEventScript_C0Cluster::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G11_Entry000_TableDrivenEventScriptC0Cluster_ToolInteraction,TableDrivenEventScript_C0Cluster,npc_family_romance,script_control_or_table_entry,ToolStopOrWait()
$11,1,$B488A0,FamilyRomanceEvent,family_romance_general,TableDrivenEventScript_C0Cluster::eve_family_romance_lane,needs_final_npc_or_scene_name,verify_eve_specific_branch_by_text_or_schedule_table,EventScript_G11_Entry001_TableDrivenEventScriptC0Cluster_StructuralPayload,TableDrivenEventScript_C0Cluster,npc_family_romance,script_control_or_table_entry,UnknownOpcode_$C0()
